Account,Date,Channel,Units,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
6425590009 TOWN OF ANDOVER,8/27/2015,2,kVAh,39.36,40.56,39.12,39.6,39.84,40.8,40.8,42,39.12,39.12,39.6,40.08,38.16,39.84,41.28,39.12,38.16,60.96,103.92,185.04,255.6,279.12,245.76,247.92,248.4,247.44,246.48,244.56,245.04,247.44,246.72,245.52,246,248.88,245.76,248.64,250.56,250.56,255.12,255.36,255.6,255.84,251.04,254.88,279.84,254.4,246,244.08,246.24,244.32,246.48,243.6,246.96,246.48,242.88,233.04,230.88,229.68,229.68,227.52,229.68,257.28,258,229.68,230.16,229.2,228.96,233.28,238.8,242.88,242.4,243.6,244.08,242.88,243.36,243.84,242.16,240.48,240.24,241.44,275.52,259.92,239.28,236.88,235.2,236.16,186,180.72,180.72,182.16,178.56,179.52,179.76,176.16,177.84,176.64
6425590009 TOWN OF ANDOVER,8/28/2015,1 kWh,kWh,145.68,151.2,184.08,203.04,235.44,197.04,149.04,149.04,151.2,148.08,148.8,148.56,149.28,149.04,150,151.68,154.8,154.56,160.08,211.2,211.92,211.68,212.64,213.36,234.72,236.16,209.52,209.76,212.4,213.84,217.2,216,212.64,215.04,216.24,216,210.96,211.68,211.92,215.04,215.52,207.36,208.08,209.52,226.08,234.24,208.32,208.56,208.08,207.36,206.88,208.8,208.56,210.24,208.56,208.8,209.04,198,147.6,147.6,146.64,149.76,147.12,172.8,169.2,147.6,147.6,148.56,148.32,152.64,201.6,208.32,209.04,207.84,208.8,204.72,155.52,153.6,150.96,150.72,150.24,149.28,180.96,167.52,152.88,153.12,153.12,151.2,153.36,151.2,152.88,151.44,146.64,142.8,23.76,23.76
6425590009 TOWN OF ANDOVER,8/28/2015,1 Power Factor,Power Factor,81.695828,82.460733,85.317019,86.150713,86.660777,87.43344,91.189427,91.055718,91.040462,91.272189,91.042584,91.297935,91.068814,91.323529,91.240876,91.32948,91.489362,91.607397,91.120219,89.795918,89.918534,89.634146,89.766971,89.979757,89.396709,89.617486,89.907312,89.917695,89.756592,89.818548,89.781746,89.820359,89.58544,89.51049,89.92016,89.641434,89.693878,89.543147,89.553753,89.869609,89.71029,89.533679,89.105858,89.172625,88.450704,88.646685,88.934426,88.945752,89.014374,88.888889,89.049587,88.957055,89.036885,89.296636,88.854806,89.048106,88.968335,88.424437,84.594223,84.594223,84.50899,84.782609,84.785615,84.507042,85.144928,84.827586,84.827586,85.027473,84.89011,85.483871,88.701162,88.934426,89.059305,89.003083,88.86619,88.485477,86.515354,86.486486,86.639118,86.501377,86.464088,86.388889,86.171429,87.032419,87.5,87.277702,87.15847,87.136929,87.175989,87.257618,87.140903,87.154696,87.037037,87.115666,62.264151,61.875
6425590009 TOWN OF ANDOVER,8/28/2015,2,kVAh,178.32,183.36,215.76,235.68,271.68,225.36,163.44,163.68,166.08,162.24,163.44,162.72,163.92,163.2,164.4,166.08,169.2,168.72,175.68,235.2,235.68,236.16,236.88,237.12,262.56,263.52,233.04,233.28,236.64,238.08,241.92,240.48,237.36,240.24,240.48,240.96,235.2,236.4,236.64,239.28,240.24,231.6,233.52,234.96,255.6,264.24,234.24,234.48,233.76,233.28,232.32,234.72,234.24,235.44,234.72,234.48,234.96,223.92,174.48,174.48,173.52,176.64,173.52,204.48,198.72,174,174,174.72,174.72,178.56,227.28,234.24,234.72,233.52,234.96,231.36,179.76,177.6,174.24,174.24,173.76,172.8,210,192.48,174.72,175.44,175.68,173.52,175.92,173.28,175.44,173.76,168.48,163.92,38.16,38.4
6425590009 TOWN OF ANDOVER,8/29/2015,1 kWh,kWh,24,23.76,22.8,24,24.24,25.92,22.8,24.24,22.8,24,23.04,40.32,78,148.08,203.52,207.6,209.76,210.96,211.2,241.44,225.84,215.52,214.32,213.12,214.32,213.36,216.96,218.64,217.44,216.72,213.12,214.56,216.72,216.48,214.56,214.08,217.68,217.2,217.44,240.96,216.24,208.8,212.64,214.8,211.44,209.76,210,210.72,209.52,210,206.88,204.24,205.44,204.96,205.2,204,207.12,205.44,204.72,204,210.48,237.36,213.84,205.44,205.2,204.24,143.52,142.08,141.6,144.24,142.56,141.36,140.88,148.08,204.96,206.16,206.16,205.2,205.44,204.96,208.56,238.32,217.68,205.92,204.72,205.2,205.68,205.68,204.96,208.56,161.76,147.84,147.84,106.56,70.56,24.24
6425590009 TOWN OF ANDOVER,8/29/2015,1 Power Factor,Power Factor,62.893082,62.264151,61.688312,62.111801,63.125,64.670659,60.897436,61.212121,60.509554,60.606061,60.377358,64.615385,69.002123,77.415307,83.546798,83.817829,83.877159,84.034417,83.412322,84.395973,84.243509,84.477893,84.324835,84.170616,84.564394,84.345351,84.565014,84.586815,84.357542,84.235075,83.931947,83.943662,84.15657,84.220355,83.943662,84.071631,84.450652,84.264432,83.579336,83.319502,82.965009,82.93613,83.584906,83.723106,83.034873,83.158896,83.254044,83.460076,83.381089,83.572111,83.285024,82.94347,82.945736,83.15482,83.090379,83.088954,83.462282,83.106796,83.219512,83.170254,82.813975,83.601014,83.193277,83.268482,82.848837,82.862707,75.792142,75.510204,75.351213,75.883838,75.765306,75.319693,75.25641,75.985222,82.751938,82.915058,83.236434,83.090379,83.026188,83.15482,82.919847,83.797468,83.440662,83.059051,83.463796,83.414634,83.365759,83.528265,83.479961,84.042553,87.874837,87.749288,87.749288,82.835821,76.762402,62.345679
6425590009 TOWN OF ANDOVER,8/29/2015,2,kVAh,38.16,38.16,36.96,38.64,38.4,40.08,37.44,39.6,37.68,39.6,38.16,62.4,113.04,191.28,243.6,247.68,250.08,251.04,253.2,286.08,268.08,255.12,254.16,253.2,253.44,252.96,256.56,258.48,257.76,257.28,253.92,255.6,257.52,257.04,255.6,254.64,257.76,257.76,260.16,289.2,260.64,251.76,254.4,256.56,254.64,252.24,252.24,252.48,251.28,251.28,248.4,246.24,247.68,246.48,246.96,245.52,248.16,247.2,246,245.28,254.16,283.92,257.04,246.72,247.68,246.48,189.36,188.16,187.92,190.08,188.16,187.68,187.2,194.88,247.68,248.64,247.68,246.96,247.44,246.48,251.52,284.4,260.88,247.92,245.28,246,246.72,246.24,245.52,248.16,184.08,168.48,168.48,128.64,91.92,38.88
6425590009 TOWN OF ANDOVER,8/30/2015,1 kWh,kWh,26.4,23.52,24,22.8,24,23.04,23.76,25.44,24.48,24,22.8,24.24,23.28,56.88,87.6,136.8,193.92,209.28,220.32,246.24,219.12,214.08,213.12,216.48,213.36,214.08,217.44,215.52,213.84,210.96,214.56,214.08,212.4,211.2,210.96,211.2,210.48,209.76,208.32,206.4,206.16,232.8,232.56,209.76,210.24,208.08,210.72,208.8,208.8,208.56,202.32,199.2,199.2,206.88,224.4,232.08,207.12,211.44,208.8,208.32,209.28,209.28,210.72,212.16,211.68,210.96,211.2,210.24,210.24,224.64,239.04,205.92,209.04,210.72,209.76,210.48,211.92,212.4,210.24,209.76,209.76,210,210.48,217.44,235.68,207.84,204.96,206.88,204.72,206.64,208.08,148.8,142.32,142.32,142.8,150
6425590009 TOWN OF ANDOVER,8/30/2015,1 Power Factor,Power Factor,65.47619,62.025316,61.728395,60.897436,61.728395,61.146497,62.264151,63.473054,63.75,60.606061,60.897436,61.585366,61.006289,79.264214,86.288416,82.848837,85.957447,86.939182,86.767486,87.244898,87.118321,87.109375,87.315634,87.31849,87.242395,87.194526,87.367406,87.354086,87.011719,86.686391,87.049659,86.939571,86.849853,86.614173,86.515748,86.27451,86.064769,86.023622,85.855589,86,85.985986,85.91674,86.286732,86.44906,86.135693,86.354582,86.33235,86.395233,86.223984,86.210317,85.932722,85.921325,85.921325,85.942173,85.544373,86.032028,85.956175,86.457311,86.138614,86.025768,86.080948,86.080948,86.078431,86.159844,86.132813,86.26104,86.19001,86.220472,86.135693,85.635865,86.233766,85.885886,86.067194,85.994123,86.023622,86.234022,86.146341,86.25731,86.051081,86.108374,86.193294,86.037365,86.149312,85.876777,85.689354,85.742574,85.829146,85.771144,86.161616,86.272545,86.440678,80.939948,80.46133,80.135135,79.865772,80.025608
6425590009 TOWN OF ANDOVER,8/30/2015,2,kVAh,40.32,37.92,38.88,37.44,38.88,37.68,38.16,40.08,38.4,39.6,37.44,39.36,38.16,71.76,101.52,165.12,225.6,240.72,253.92,282.24,251.52,245.76,244.08,247.92,244.56,245.52,248.88,246.72,245.76,243.36,246.48,246.24,244.56,243.84,243.84,244.8,244.56,243.84,242.64,240,239.76,270.96,269.52,242.64,244.08,240.96,244.08,241.68,242.16,241.92,235.44,231.84,231.84,240.72,262.32,269.76,240.96,244.56,242.4,242.16,243.12,243.12,244.8,246.24,245.76,244.56,245.04,243.84,244.08,262.32,277.2,239.76,242.88,245.04,243.84,244.08,246,246.24,244.32,243.6,243.36,244.08,244.32,253.2,275.04,242.4,238.8,241.2,237.6,239.52,240.72,183.84,176.88,177.6,178.8,187.44
6425590009 TOWN OF ANDOVER,8/31/2015,1 kWh,kWh,176.4,151.44,142.56,145.44,145.44,146.88,146.16,147.6,148.8,145.92,160.08,155.04,154.56,155.76,154.32,157.44,181.2,179.76,157.92,161.52,209.52,214.56,214.32,212.88,214.08,214.56,214.32,214.08,213.6,213.84,213.84,215.76,214.32,213.12,214.32,213.36,216,217.92,216.72,214.56,213.6,213.36,214.32,247.2,222,209.04,209.76,209.28,211.92,209.04,210.96,212.4,212.4,212.4,211.92,209.52,209.04,210,210.72,209.76,210,209.76,210,209.76,211.2,211.2,236.88,227.76,206.88,206.88,207.12,206.88,206.88,206.88,208.56,209.28,206.4,204.72,155.52,150.96,150.48,150.72,148.08,113.04,97.92,96.72,96.24,96.72,96.48,96.72,95.76,120.24,175.68,153.36,150.96,151.44
6425590009 TOWN OF ANDOVER,8/31/2015,1 Power Factor,Power Factor,82.03125,81.001284,80.37889,81.016043,80.907877,80.738786,80.662252,81.027668,81.258191,80.743692,82.960199,83.462532,83.419689,83.526384,83.398184,83.780332,83.702882,83.96861,84.03576,84.125,84.185149,84.260132,83.692596,84.155598,84.071631,83.786317,83.692596,83.992467,83.568075,83.661972,83.58349,83.240741,83.147114,82.835821,82.83859,82.774674,83.179298,83.532659,83.611111,83.008357,83.17757,83.084112,83.224604,84.081633,83.786232,83.75,83.636364,83.76561,84.015224,83.75,83.714286,83.806818,83.886256,84.045584,83.935361,83.78119,83.75,83.973129,83.698761,83.716475,83.812261,83.79674,83.652008,83.716475,83.729781,83.57075,83.573243,83.612335,83.124397,83.365571,83.381643,83.365571,83.204633,83.124397,83.317354,83.285578,83.091787,82.976654,77.697842,77.083333,77.027027,76.866585,76.741294,75.36,74.452555,73.674589,73.443223,73.540146,73.491773,73.674589,74.301676,76.139818,83.75286,83.311604,83.091149,82.917214
6425590009 TOWN OF ANDOVER,8/31/2015,2,kVAh,215.04,186.96,177.36,179.52,179.76,181.92,181.2,182.16,183.12,180.72,192.96,185.76,185.28,186.48,185.04,187.92,216.48,214.08,187.92,192,248.88,254.64,256.08,252.96,254.64,256.08,256.08,254.88,255.6,255.6,255.84,259.2,257.76,257.28,258.72,257.76,259.68,260.88,259.2,258.48,256.8,256.8,257.52,294,264.96,249.6,250.8,249.84,252.24,249.6,252,253.44,253.2,252.72,252.48,250.08,249.6,250.08,251.76,250.56,250.56,250.32,251.04,250.56,252.24,252.72,283.44,272.4,248.88,248.16,248.4,248.16,248.64,248.88,250.32,251.28,248.4,246.72,200.16,195.84,195.36,196.08,192.96,150,131.52,131.28,131.04,131.52,131.28,131.28,128.88,157.92,209.76,184.08,181.68,182.64
6425590009 TOWN OF ANDOVER,6/1/2016,1 kWh,kWh,30,25.92,25.44,25.68,25.44,27.12,28.08,26.16,24.96,25.44,24.24,24.48,24.48,41.52,108.24,145.44,150.24,148.32,148.56,148.32,149.04,149.28,149.28,149.28,149.76,150,149.52,157.44,202.08,239.28,253.92,222.24,224.64,226.08,225.36,224.88,203.76,164.16,222.96,227.52,227.52,226.56,224.64,222.72,222,224.4,221.76,222.72,222.72,221.28,220.08,222,222.72,220.08,220.56,221.28,236.4,251.52,219.84,218.88,218.88,219.84,221.76,221.52,218.64,221.76,219.84,220.08,193.44,153.6,155.28,156.48,155.04,153.6,153.36,178.32,178.32,171.12,219.12,219.36,220.8,221.52,219.36,219.12,218.88,218.64,218.64,217.92,217.92,216,213.84,217.44,237.36,211.68,161.76,124.8
6425590009 TOWN OF ANDOVER,6/1/2016,1 Power Factor,Power Factor,72.254335,67.5,68.387097,68.152866,68.387097,69.325153,70.909091,69.426752,67.973856,68.387097,67.333333,68,67.105263,72.384937,78.984238,78.294574,78.940731,78.625954,78.453739,78.426396,78.607595,78.833967,78.734177,78.734177,78.589421,78.914141,78.562421,79.515152,83.531746,84.851064,85.048232,84.029038,84.097035,84.560144,84.518452,84.64318,82.910156,79.258401,83.920506,84.567351,84.567351,84.436494,84.172662,83.9819,83.938294,84.158416,84.306569,84.287012,83.905967,84.200913,84.12844,84.167425,84.13418,84.051329,84.003656,84.124088,83.829787,84.448026,84.036697,84.132841,83.977901,84.346225,84.229717,84.13856,84.273821,84.153005,84.113866,84.12844,81.744422,77.953715,78.140097,78.177458,77.925211,78.239609,78.694581,79.380342,79.72103,80.474041,84.851301,84.944238,84.949215,85.147601,85.023256,85.009311,84.837209,85.299625,85.219832,85.018727,85.258216,85.227273,85.100287,84.357542,84.747215,84.321224,80.142687,77.496274
6425590009 TOWN OF ANDOVER,6/1/2016,2,kVAh,41.52,38.4,37.2,37.68,37.2,39.12,39.6,37.68,36.72,37.2,36,36,36.48,57.36,137.04,185.76,190.32,188.64,189.36,189.12,189.6,189.36,189.6,189.6,190.56,190.08,190.32,198,241.92,282,298.56,264.48,267.12,267.36,266.64,265.68,245.76,207.12,265.68,269.04,269.04,268.32,266.88,265.2,264.48,266.64,263.04,264.24,265.44,262.8,261.6,263.76,264.72,261.84,262.56,263.04,282,297.84,261.6,260.16,260.64,260.64,263.28,263.28,259.44,263.52,261.36,261.6,236.64,197.04,198.72,200.16,198.96,196.32,194.88,224.64,223.68,212.64,258.24,258.24,259.92,260.16,258,257.76,258,256.32,256.56,256.32,255.6,253.44,251.28,257.76,280.08,251.04,201.84,161.04
6425590009 TOWN OF ANDOVER,6/2/2016,1 kWh,kWh,49.92,25.92,26.16,25.92,28.32,28.32,26.16,26.16,26.16,26.16,26.4,26.16,26.16,26.4,28.32,28.32,55.92,106.08,156.72,159.12,220.56,222.96,225.12,222.48,224.64,226.56,225.84,225.6,224.88,208.08,154.8,174.48,182.16,158.64,220.32,225.84,223.2,221.04,222,225.12,224.88,224.16,222.24,220.08,219.84,219.84,219.84,171.36,220.56,222.24,221.76,223.68,228,252,229.68,221.76,190.08,221.76,222.48,222.72,224.4,221.28,220.8,219.12,219.84,217.92,218.16,214.08,213.36,214.8,213.84,181.44,146.88,163.68,180.48,149.76,147.36,147.84,148.32,150.48,147.84,146.4,190.8,217.92,218.4,218.64,218.16,219.6,221.28,219.84,218.64,218.16,225.6,248.16,213.84,153.6
6425590009 TOWN OF ANDOVER,6/2/2016,1 Power Factor,Power Factor,73.758865,69.230769,69.871795,68.789809,72.392638,71.515152,69.426752,69.426752,68.987342,68.987342,70.063694,69.426752,68.553459,69.620253,71.95122,71.95122,70.392749,75.426621,79.53715,79.783394,85.013876,85.151237,85.428051,85.280589,85.40146,85.584769,85.467757,85.454545,84.950136,83.768116,78.658537,78.509719,79.726891,79.066986,84.452622,84.927798,84.622384,84.495413,84.552102,84.733514,84.79638,84.831971,84.56621,84.438306,84.346225,84.501845,84.423963,80.314961,84.157509,83.952856,84.153005,84.267631,83.626761,84.134615,83.873795,84,81.230769,83.923706,83.967391,83.905967,84.082734,83.894449,83.712466,83.761468,83.806038,83.918669,83.778802,83.520599,83.474178,83.56676,83.505155,81.028939,77.56654,78.12142,79.4926,77.61194,77.427491,77.581864,77.638191,78.082192,77.777778,77.608142,82.38342,84.780579,84.651163,84.744186,85.032741,85.195531,85.291397,85.051068,84.823091,84.87395,84.532374,84.893268,83.898305,78.817734
6425590009 TOWN OF ANDOVER,6/2/2016,2,kVAh,67.68,37.44,37.44,37.68,39.12,39.6,37.68,37.68,37.92,37.92,37.68,37.68,38.16,37.92,39.36,39.36,79.44,140.64,197.04,199.44,259.44,261.84,263.52,260.88,263.04,264.72,264.24,264,264.72,248.4,196.8,222.24,228.48,200.64,260.88,265.92,263.76,261.6,262.56,265.68,265.2,264.24,262.8,260.64,260.64,260.16,260.4,213.36,262.08,264.72,263.52,265.44,272.64,299.52,273.84,264,234,264.24,264.96,265.44,266.88,263.76,263.76,261.6,262.32,259.68,260.4,256.32,255.6,257.04,256.08,223.92,189.36,209.52,227.04,192.96,190.32,190.56,191.04,192.72,190.08,188.64,231.6,257.04,258,258,256.56,257.76,259.44,258.48,257.76,257.04,266.88,292.32,254.88,194.88
6425590009 TOWN OF ANDOVER,6/3/2016,1 kWh,kWh,149.76,111.6,45.12,24.96,25.44,25.2,24.96,25.44,25.2,25.44,25.92,28.08,30.96,83.76,140.64,144,146.4,146.16,146.64,146.4,148.08,150.24,147.6,147.6,147.36,203.04,218.4,217.92,219.6,220.32,220.32,218.4,217.92,217.68,219.6,220.08,219.6,217.2,229.2,246.96,218.16,216.24,217.68,220.32,220.8,221.28,219.12,218.88,221.04,218.64,219.6,219.36,219.36,220.32,220.08,220.32,222.72,220.08,220.32,219.12,219.12,245.76,236.4,215.04,216.24,216,216.96,217.92,216.96,215.28,216,216.72,216.24,174.48,150.96,151.44,150.72,154.32,152.4,151.44,152.16,211.68,214.08,213.12,212.88,213.12,214.56,215.04,212.4,234.24,236.88,209.28,131.76,96.48,91.44,29.76
6425590009 TOWN OF ANDOVER,6/3/2016,1 Power Factor,Power Factor,78.39196,75.732899,70.676692,68.874172,68.831169,68.181818,67.973856,68.387097,67.741935,67.948718,68.789809,71.341463,71.666667,86.17284,81.958042,82.191781,82.321188,82.186235,82.45614,82.321188,82.707775,82.913907,82.66129,82.66129,82.637954,86.947585,87.922705,87.814313,87.727709,87.679083,87.679083,87.668593,87.56027,87.548263,87.8119,87.919463,87.643678,87.524178,86.976321,87.351443,87.403846,87.645914,87.63285,87.679083,87.452471,87.393365,87.118321,87.106017,86.968839,87.177033,87.059943,87.047619,87.047619,87.179487,87.1673,87.179487,87.218045,87.08452,87.014218,87.118321,87.118321,86.559594,86.784141,86.990291,87.05314,87.040619,87.090559,87.223823,87.090559,87.00291,86.956522,87.07811,87.05314,83.659379,81.582361,81.524548,81.984334,82.225064,82.041344,81.841764,82.230869,86.811024,87.02439,87.487685,87.475345,87.487685,87.733072,87.585533,87.710605,86.678508,86.960352,87.550201,86.59306,88.741722,88.604651,72.51462
6425590009 TOWN OF ANDOVER,6/3/2016,2,kVAh,191.04,147.36,63.84,36.24,36.96,36.96,36.72,37.2,37.2,37.44,37.68,39.36,43.2,97.2,171.6,175.2,177.84,177.84,177.84,177.84,179.04,181.2,178.56,178.56,178.32,233.52,248.4,248.16,250.32,251.28,251.28,249.12,248.88,248.64,250.08,250.32,250.56,248.16,263.52,282.72,249.6,246.72,248.4,251.28,252.48,253.2,251.52,251.28,254.16,250.8,252.24,252,252,252.72,252.48,252.72,255.36,252.72,253.2,251.52,251.52,283.92,272.4,247.2,248.4,248.16,249.12,249.84,249.12,247.44,248.4,248.88,248.4,208.56,185.04,185.76,183.84,187.68,185.76,185.04,185.04,243.84,246,243.6,243.36,243.6,244.56,245.52,242.16,270.24,272.4,239.04,152.16,108.72,103.2,41.04
6425590009 TOWN OF ANDOVER,6/4/2016,1 kWh,kWh,24.96,26.64,27.36,24.96,24.72,24.96,24.96,25.2,24.96,25.2,25.2,24.96,27.84,27.12,55.44,90.24,133.2,153.84,154.08,154.32,152.4,155.76,157.2,154.56,157.44,227.28,228.48,226.56,224.16,247.68,244.08,222.96,225.6,227.04,227.76,225.6,222.72,222.24,222.24,222.24,222.96,226.32,224.16,222.96,227.28,225.84,224.64,224.64,224.64,225.12,225.6,236.64,253.44,226.56,226.56,225.6,225.12,226.32,224.4,226.32,224.64,225.6,227.04,226.8,224.4,225.6,183.84,148.56,162.48,182.88,153.12,150.48,152.88,149.28,149.04,146.88,216.72,225.6,223.68,225.36,225.12,225.6,223.44,223.44,222.48,222.24,222.24,230.4,251.52,226.56,176.16,141.6,140.4,110.16,54.24,25.68
6425590009 TOWN OF ANDOVER,6/4/2016,1 Power Factor,Power Factor,68.874172,72.077922,72.151899,68.874172,68.666667,68.874172,68.874172,69.078947,67.973856,68.627451,68.181818,67.973856,71.604938,70.186335,75.2443,80.686695,85.253456,87.092391,87.109905,87.009472,86.867305,87.584345,87.801609,87.5,87.234043,90.708812,90.494297,90.59501,90.15444,89.196197,89.524648,89.932236,90.12464,90.353391,90.294957,90.12464,90.009699,90.077821,90.165531,90.165531,89.845261,89.553656,89.721422,89.758454,89.933523,90.047847,89.655172,89.741131,89.741131,89.674952,89.780325,88.98917,89.340102,89.563567,89.81922,89.694656,89.846743,89.724072,89.817483,89.724072,89.827255,89.694656,89.838557,90.085796,89.731286,89.694656,87.944891,85.615491,85.157233,86.101695,85.637584,85.890411,85.849057,85.557084,85.53719,85.355649,89.317507,89.52381,89.788054,89.513823,89.760766,89.866157,89.60539,89.691715,89.825581,90.077821,90.077821,89.552239,89.57265,90.076336,88.221154,86.131387,86.156112,87.59542,82.481752,70.394737
6425590009 TOWN OF ANDOVER,6/4/2016,2,kVAh,36.24,36.96,37.92,36.24,36,36.24,36.24,36.48,36.72,36.72,36.96,36.72,38.88,38.64,73.68,111.84,156.24,176.64,176.88,177.36,175.44,177.84,179.04,176.64,180.48,250.56,252.48,250.08,248.64,277.68,272.64,247.92,250.32,251.28,252.24,250.32,247.44,246.72,246.48,246.48,248.16,252.72,249.84,248.4,252.72,250.8,250.56,250.32,250.32,251.04,251.28,265.92,283.68,252.96,252.24,251.52,250.56,252.24,249.84,252.24,250.08,251.52,252.72,251.76,250.08,251.52,209.04,173.52,190.8,212.4,178.8,175.2,178.08,174.48,174.24,172.08,242.64,252,249.12,251.76,250.8,251.04,249.36,249.12,247.68,246.72,246.72,257.28,280.8,251.52,199.68,164.4,162.96,125.76,65.76,36.48
6425590009 TOWN OF ANDOVER,6/5/2016,1 kWh,kWh,25.68,25.92,25.44,27.84,28.08,25.68,25.92,25.68,25.68,25.68,25.92,25.92,25.68,26.4,64.56,79.92,121.44,146.64,149.76,149.76,150.72,163.44,226.32,225.84,223.2,220.8,220.8,220.08,219.84,219.6,221.04,221.52,221.76,219.36,218.16,217.68,239.52,246.72,218.88,216.48,214.32,215.52,216.24,216.24,216.48,213.84,212.88,213.12,213.12,215.04,216,203.52,151.68,151.44,151.68,153.6,155.52,153.12,163.2,179.76,147.84,142.8,143.52,144.96,146.16,173.52,212.64,212.4,212.88,211.68,168.24,68.88,0,0,0,0,0,0,0,0,0,0,60,165.6,163.44,161.52,161.28,192.48,215.76,215.52,210.48,178.8,141.6,48.72,25.44,25.68
6425590009 TOWN OF ANDOVER,6/5/2016,1 Power Factor,Power Factor,69.934641,69.677419,69.281046,72.5,72.670807,69.032258,69.677419,69.480519,69.480519,69.934641,69.677419,69.677419,69.032258,69.620253,71.733333,71.459227,79.559748,82.791328,82.868526,82.978723,83.068783,84.491315,88.378632,88.356808,88.403042,88.122605,88.122605,88.088377,87.655502,87.643678,87.881679,87.988561,88,87.800192,87.826087,87.802517,87.161572,87.788215,87.945998,87.828627,87.54902,87.695313,87.645914,87.645914,87.743191,87.524558,87.561698,87.487685,87.573964,87.5,87.719298,86.885246,82.939633,82.808399,82.830931,83.009079,83.397683,82.857143,82.224909,83.037694,82.133333,81.618656,81.805746,82.065217,82.075472,84.561404,87.376726,87.364265,87.475345,87.41328,90.920882,91.693291,,,,,,,,,,,84.175084,88.010204,88.326848,88.204456,88.188976,89.210234,90.170512,90.160643,89.948718,88.690476,86.892489,80.237154,67.088608,67.295597
6425590009 TOWN OF ANDOVER,6/5/2016,2,kVAh,36.72,37.2,36.72,38.4,38.64,37.2,37.2,36.96,36.96,36.72,37.2,37.2,37.2,37.92,90,111.84,152.64,177.12,180.72,180.48,181.44,193.44,256.08,255.6,252.48,250.56,250.56,249.84,250.8,250.56,251.52,251.76,252,249.84,248.4,247.92,274.8,281.04,248.88,246.48,244.8,245.76,246.72,246.72,246.72,244.32,243.12,243.6,243.36,245.76,246.24,234.24,182.88,182.88,183.12,185.04,186.48,184.8,198.48,216.48,180,174.96,175.44,176.64,178.08,205.2,243.36,243.12,243.36,242.16,185.04,75.12,0,0,0,0,0,0,0,0,0,0,71.28,188.16,185.04,183.12,182.88,215.76,239.28,239.04,234,201.6,162.96,60.72,37.92,38.16
6425590009 TOWN OF ANDOVER,6/6/2016,1 kWh,kWh,25.68,25.68,25.68,25.44,25.92,26.16,28.56,26.64,25.68,25.92,25.68,26.4,25.68,25.68,25.92,26.88,28.56,49.44,78.24,89.52,139.68,159.84,161.76,162,161.76,159.84,156.96,155.76,155.76,155.28,154.32,155.04,185.04,231.6,222.48,226.08,224.88,223.2,222.96,224.16,226.8,226.08,222.96,224.16,223.2,222.96,220.32,221.52,219.6,220.08,220.32,234.96,248.16,216.48,218.64,220.56,222.24,220.56,220.56,222,223.68,223.2,220.08,219.12,218.88,216.24,216.72,167.52,155.28,117.84,106.08,109.44,105.6,131.52,125.76,102.72,104.16,155.52,165.6,166.8,166.56,166.56,166.08,163.92,163.2,163.2,164.64,162.96,150.96,147.84,147.84,150.24,144.72,113.52,46.32,26.64
6425590009 TOWN OF ANDOVER,6/6/2016,1 Power Factor,Power Factor,67.721519,67.295597,67.295597,67.515924,67.5,67.701863,70,67.682927,66.875,67.080745,66.459627,67.901235,66.875,66.459627,67.080745,68.292683,70.414201,68.666667,70.107527,73.425197,78.225806,79.665072,79.85782,79.976303,80.142687,79.856115,79.368932,79.339853,78.476421,78.234583,78.414634,78.493317,79.239466,84.13252,84.734918,84.864865,84.111311,84.086799,84.072398,84.144144,84.375,84.484305,84.148551,84.296029,84.23913,83.996383,83.759124,83.909091,83.791209,83.744292,83.759124,83.746792,84.065041,83.441258,83.731618,83.850365,83.876812,83.926941,83.773929,83.786232,84.115523,84.086799,83.744292,83.761468,83.669725,83.65831,83.533765,78.959276,77.392344,79.193548,80.804388,81.13879,80.733945,80.945347,81.24031,80.451128,80.221811,86.284953,87.231353,86.98373,87.405542,87.626263,87.263556,87.340153,87.741935,87.628866,87.723785,87.839586,80.848329,76.90387,77.289837,77.093596,77.506427,78.181818,73.38403,67.682927
