Account,Date,Channel,Units,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
6425590009 TOWN OF ANDOVER,6/21/2015,2,kVAh,32.64,33.6,32.64,33.6,33.36,33.6,34.08,32.88,34.08,33.6,32.16,31.68,32.4,31.68,80.16,107.76,188.4,240,245.28,244.56,243.36,243.36,244.56,247.92,266.16,282.96,246,245.52,247.44,244.08,241.44,240.72,240.96,239.76,239.52,240,244.56,247.92,247.92,247.2,246.96,246.96,244.08,240.48,239.76,223.44,230.64,209.52,190.8,190.32,186.24,185.04,185.28,163.2,119.52,120.48,145.92,151.92,120.96,121.2,151.68,173.04,173.04,172.56,172.8,172.56,173.04,174,175.92,175.2,172.32,174.72,174.48,173.76,174,206.16,195.6,127.2,119.76,117.36,119.04,118.56,116.88,117.36,116.16,117.12,162.24,174,172.8,174,172.32,114.96,79.92,40.08,33.6,35.76
6425590009 TOWN OF ANDOVER,6/22/2015,1 kWh,kWh,25.2,22.32,22.56,22.08,22.32,22.32,22.08,24.48,25.44,23.52,21.6,22.56,21.6,22.56,21.12,22.8,22.8,24.72,23.52,50.64,84.72,97.44,145.68,144.72,145.44,170.88,202.32,200.16,202.08,210,216.72,245.28,231.36,211.2,210.24,208.56,210.48,207.6,211.68,209.76,210.24,211.2,215.28,214.8,212.4,215.04,215.04,212.64,211.92,211.92,205.2,227.04,233.04,206.64,205.44,207.36,207.12,206.88,207.12,207.6,210.72,204.96,203.52,205.2,206.64,204.96,204.72,204.24,190.32,153.84,153.12,150.24,119.52,119.76,95.04,94.32,96.24,98.64,152.16,154.08,152.4,149.76,150.72,149.52,147.84,145.68,146.16,145.44,146.16,147.84,145.92,121.92,91.92,87.84,83.76,58.32
6425590009 TOWN OF ANDOVER,6/22/2015,1 Power Factor,Power Factor,68.181818,64.583333,64.383562,63.448276,63.69863,64.137931,63.448276,66.233766,67.515924,64.900662,63.380282,63.945578,63.829787,64.383562,62.411348,64.62585,65.517241,67.763158,66.666667,67.628205,72.783505,75.464684,82.697548,82.48974,82.673943,85.065711,87.448133,87.147335,86.893705,87.412587,87.162162,87.876182,87.556767,87.301587,86.818632,86.64008,86.745796,86.673347,86.725664,86.706349,86.646884,86.78501,87.087379,87.062257,87.278107,87.244401,87.159533,86.947988,86.909449,86.823992,86.450961,86.550778,86.929275,86.706949,86.727457,86.486486,86.559679,86.720322,86.733668,86.673347,86.844708,86.700508,86.618999,86.80203,86.794355,86.876907,86.775178,86.748216,85.915493,83.681462,83.727034,83.355526,76.615385,76.887519,73.880597,73.595506,73.848987,73.655914,83.093054,83.268482,83.333333,82.978723,83.068783,82.845745,83.355886,83.150685,83.310534,82.900137,83.310534,83.58209,81.830417,76.969697,73.653846,72.332016,70.934959,67.877095
6425590009 TOWN OF ANDOVER,6/22/2015,2,kVAh,36.96,34.56,35.04,34.8,35.04,34.8,34.8,36.96,37.68,36.24,34.08,35.28,33.84,35.04,33.84,35.28,34.8,36.48,35.28,74.88,116.4,129.12,176.16,175.44,175.92,200.88,231.36,229.68,232.56,240.24,248.64,279.12,264.24,241.92,242.16,240.72,242.64,239.52,244.08,241.92,242.64,243.36,247.2,246.72,243.36,246.48,246.72,244.56,243.84,244.08,237.36,262.32,268.08,238.32,236.88,239.76,239.28,238.56,238.8,239.52,242.64,236.4,234.96,236.4,238.08,235.92,235.92,235.44,221.52,183.84,182.88,180.24,156,155.76,128.64,128.16,130.32,133.92,183.12,185.04,182.88,180.48,181.44,180.48,177.36,175.2,175.44,175.44,175.44,176.88,178.32,158.4,124.8,121.44,118.08,85.92
6425590009 TOWN OF ANDOVER,6/23/2015,1 kWh,kWh,20.88,21.36,21.6,24,23.52,21.36,21.12,21.6,21.12,21.36,21.12,21.12,21.6,24,23.28,71.28,87.84,189.12,205.92,205.92,205.68,205.92,212.16,214.32,214.56,214.56,215.04,213.6,211.92,208.8,213.12,210,208.32,238.8,218.64,204.24,206.88,207.36,207.6,209.52,214.08,208.32,204,203.28,203.28,202.8,204.48,204.48,204,198.72,196.8,210.72,229.2,153.6,140.4,141.6,142.56,138.72,141.84,141.12,138,143.76,146.88,153.12,152.16,151.2,151.92,151.2,152.4,151.44,169.44,180.24,150.24,150,150,150.24,98.4,96.72,96.96,95.76,95.04,114.48,153.6,155.04,153.84,153.6,151.44,151.92,145.44,143.52,140.88,139.68,138.24,63.6,21.84,22.08
6425590009 TOWN OF ANDOVER,6/23/2015,1 Power Factor,Power Factor,62.142857,63.120567,62.937063,66.225166,65.333333,62.237762,62.857143,62.937063,62.411348,62.676056,62.411348,62.411348,63.380282,67.114094,65.540541,68.275862,73.493976,82.860147,84.117647,84.117647,84.102061,84.200196,84.755513,84.966698,84.739336,84.659091,84.289746,84.120983,84.015224,83.413231,83.615819,83.333333,83.381364,83.824768,83.272395,82.94347,83.124397,83.397683,83.494208,83.222116,83.598875,83.301344,83.251714,83.120707,83.202358,83.251232,83.203125,83.284457,82.926829,82.552343,82.329317,82.441315,83.26068,77.575758,75.679172,75.738126,76.153846,75.456919,75.96401,76.165803,75.657895,78.712221,82.814614,83.289817,83.2021,83.113456,83.180026,83.22325,83.442838,83.135705,83.156655,84.098544,83.023873,83.001328,82.891247,82.913907,74.00722,73.540146,73.857404,73.211009,72.928177,77.184466,83.224967,83.462532,83.57236,83.550914,83.135705,83.399209,82.561308,82.596685,81.98324,82.670455,82.403433,74.022346,61.486486,61.333333
6425590009 TOWN OF ANDOVER,6/23/2015,2,kVAh,33.6,33.84,34.32,36.24,36,34.32,33.6,34.32,33.84,34.08,33.84,33.84,34.08,35.76,35.52,104.4,119.52,228.24,244.8,244.8,244.56,244.56,250.32,252.24,253.2,253.44,255.12,253.92,252.24,250.32,254.88,252,249.84,284.88,262.56,246.24,248.88,248.64,248.64,251.76,256.08,250.08,245.04,244.56,244.32,243.6,245.76,245.52,246,240.72,239.04,255.6,275.28,198,185.52,186.96,187.2,183.84,186.72,185.28,182.4,182.64,177.36,183.84,182.88,181.92,182.64,181.68,182.64,182.16,203.76,214.32,180.96,180.72,180.96,181.2,132.96,131.52,131.28,130.8,130.32,148.32,184.56,185.76,184.08,183.84,182.16,182.16,176.16,173.76,171.84,168.96,167.76,85.92,35.52,36
6425590009 TOWN OF ANDOVER,6/24/2015,1 kWh,kWh,20.88,23.28,23.76,24,21.12,22.32,21.36,22.32,21.6,22.08,21.6,23.04,24,23.52,21.84,38.16,110.4,135.84,144.72,196.8,221.28,207.6,211.44,213.36,214.56,214.8,216.24,215.76,215.76,211.2,212.4,215.04,215.52,215.04,215.04,216,215.04,215.52,240.96,221.52,214.32,213.36,210.96,209.52,211.44,210.48,210.96,209.76,211.2,211.44,209.04,211.68,214.56,213.6,212.4,212.16,213.36,212.88,212.16,211.92,212.64,237.6,237.6,213.36,189.36,149.76,143.04,143.28,143.76,143.76,143.04,141.84,142.56,145.2,132.96,144.24,182.64,153.6,149.76,149.04,149.04,148.56,148.56,150.96,154.8,157.2,157.68,158.16,157.2,151.68,96.72,93.36,45.12,26.88,29.52,29.28
6425590009 TOWN OF ANDOVER,6/24/2015,1 Power Factor,Power Factor,61.267606,64.238411,65.131579,64.102564,60.689655,61.184211,60.958904,61.589404,60.402685,60.927152,60.402685,62.337662,64.102564,63.225806,61.904762,73.611111,85.027726,85.498489,85.531915,87.982833,90.039063,90.198123,90.174002,90.437436,89.939638,90.49545,90.643863,89.98999,89.720559,89.521872,89.665653,89.68969,89.71029,89.779559,89.68969,89.820359,89.779559,89.17577,89.403384,89.351404,89.568706,89.43662,89.238579,89.355169,89.350913,89.581205,89.420142,89.366053,89.159068,89.260385,89.333333,89.543147,89.669007,89.717742,89.393939,89.383215,89.43662,89.415323,89.383215,89.463019,89.58544,89.108911,89.59276,89.526687,88.058036,85.245902,84.659091,84.680851,84.60452,84.60452,84.419263,84.308131,84.495021,84.615385,84.969325,88.774003,90.380048,90.523338,90.566038,90.656934,90.922401,90.629575,90.629575,90.895954,90.84507,90.972222,90.871369,90.896552,90.846047,90.804598,86.853448,87.024609,75.806452,64.739884,66.847826,67.777778
6425590009 TOWN OF ANDOVER,6/24/2015,2,kVAh,34.08,36.24,36.48,37.44,34.8,36.48,35.04,36.24,35.76,36.24,35.76,36.96,37.44,37.2,35.28,51.84,129.84,158.88,169.2,223.68,245.76,230.16,234.48,235.92,238.56,237.36,238.56,239.76,240.48,235.92,236.88,239.76,240.24,239.52,239.76,240.48,239.52,241.68,269.52,247.92,239.28,238.56,236.4,234.48,236.64,234.96,235.92,234.72,236.88,236.88,234,236.4,239.28,238.08,237.6,237.36,238.56,238.08,237.36,236.88,237.36,266.64,265.2,238.32,215.04,175.68,168.96,169.2,169.92,169.92,169.44,168.24,168.72,171.6,156.48,162.48,202.08,169.68,165.36,164.4,163.92,163.92,163.92,166.08,170.4,172.8,173.52,174,173.04,167.04,111.36,107.28,59.52,41.52,44.16,43.2
6425590009 TOWN OF ANDOVER,6/25/2015,1 kWh,kWh,29.04,25.2,24.96,24.72,24.96,25.2,24.96,25.2,24.96,26.4,27.36,26.16,24.72,24.96,24.48,24.72,24.24,65.04,121.44,173.76,172.56,211.44,215.28,216.96,216.48,216.48,211.68,211.44,212.16,212.64,212.4,214.08,216.24,218.64,219.36,218.88,218.16,218.16,245.04,230.16,214.56,209.76,208.08,211.44,209.52,209.76,211.44,209.28,212.64,210,211.92,211.92,214.32,214.08,212.16,211.92,212.16,219.12,242.88,214.8,209.04,210.48,209.52,208.8,207.84,206.88,207.36,204.24,206.64,204.24,208.08,210.24,208.08,205.92,207.12,207.12,206.16,204.24,206.88,205.68,179.52,166.08,176.64,146.4,171.12,204.24,203.28,203.04,202.8,203.52,201.36,203.76,203.76,193.92,126,67.2
6425590009 TOWN OF ANDOVER,6/25/2015,1 Power Factor,Power Factor,65.405405,63.636364,63.414634,64.375,63.803681,64.417178,62.650602,63.636364,63.414634,65.47619,66.666667,64.880952,63.190184,63.030303,62.962963,62.424242,62.345679,68.956743,78.08642,82.648402,83.604651,87.400794,87.76908,87.681862,87.828627,87.828627,87.5,87.400794,87.179487,86.947988,87.020649,87.02439,87.05314,86.679353,86.717268,86.939943,86.902486,86.902486,86.598813,86.78733,86.544046,86.620416,86.526946,86.627335,86.607143,86.363636,86.457311,86.507937,86.608016,86.547972,86.653582,86.995074,87.037037,86.939571,86.922321,86.823992,86.751717,86.213409,87.091222,86.55706,86.580517,86.660079,86.435644,86.395233,86.340977,86.372745,86.055777,86.133603,86.1,86.220871,86.182903,86.732673,86.613387,86.404834,86.213786,86.3,86.158475,86.220871,86.113886,85.957874,84.139483,81.12544,82.234637,81.009296,83.882353,86.308316,86.340469,86.326531,86.400818,86.354379,86.22816,86.192893,86.280488,85.8661,78.710645,67.307692
6425590009 TOWN OF ANDOVER,6/25/2015,2,kVAh,44.4,39.6,39.36,38.4,39.12,39.12,39.84,39.6,39.36,40.32,41.04,40.32,39.12,39.6,38.88,39.6,38.88,94.32,155.52,210.24,206.4,241.92,245.28,247.44,246.48,246.48,241.92,241.92,243.36,244.56,244.08,246,248.4,252.24,252.96,251.76,251.04,251.04,282.96,265.2,247.92,242.16,240.48,244.08,241.92,242.88,244.56,241.92,245.52,242.64,244.56,243.6,246.24,246.24,244.08,244.08,244.56,254.16,278.88,248.16,241.44,242.88,242.4,241.68,240.72,239.52,240.96,237.12,240,236.88,241.44,242.4,240.24,238.32,240.24,240,239.28,236.88,240.24,239.28,213.36,204.72,214.8,180.72,204,236.64,235.44,235.2,234.72,235.68,233.52,236.4,236.16,225.84,160.08,99.84
6425590009 TOWN OF ANDOVER,6/26/2015,1 kWh,kWh,22.08,21.84,22.08,21.36,21.84,21.36,23.52,23.76,24.48,20.88,22.56,20.88,22.56,34.08,88.08,160.56,207.12,209.28,210.96,210.24,228.24,235.92,207.12,208.56,209.52,209.76,213.6,214.56,214.56,214.32,212.64,207.6,198,202.32,206.4,213.12,209.28,209.76,210,209.04,214.08,237.6,214.8,209.76,212.88,212.64,212.4,206.16,207.36,205.44,207.36,208.32,208.56,208.32,208.08,209.76,209.52,208.56,211.68,208.08,238.8,220.56,206.4,198,193.68,145.92,147.36,146.4,147.36,149.28,150,147.84,147.84,148.32,161.04,206.16,204,195.6,152.64,150.72,152.16,184.8,164.64,148.56,148.32,148.8,148.08,148.32,148.56,148.08,148.8,149.28,144.96,136.08,26.88,20.4
6425590009 TOWN OF ANDOVER,6/26/2015,1 Power Factor,Power Factor,61.744966,61.486486,61.333333,60.958904,60.666667,60.135135,62.820513,63.870968,64.150943,60,61.437908,59.589041,61.842105,67.298578,79.094828,87.45098,89.895833,89.896907,90.061475,89.938398,89.128397,89.526412,89.802289,89.772727,90,90.010299,90.35533,90.120968,90.120968,89.929507,89.766971,89.73029,89.382449,89.680851,89.770355,89.969605,89.527721,89.73306,89.74359,89.516958,89.021956,88.948787,89.321357,89.457523,89.777328,89.858012,89.393939,88.923395,89.256198,89.073881,89.072165,89.208633,89.403292,89.208633,89.105858,89.366053,89.081633,89.219713,89.271255,88.923077,88.680927,88.792271,89.026915,88.805167,88.486842,84.916201,85.041551,84.840056,84.80663,85.205479,85.499316,85.200553,84.848485,84.773663,86.136072,88.831437,88.912134,88.876772,90.857143,90.751445,90.830946,89.953271,91.102258,91.568047,91.691395,91.580502,91.407407,91.827637,91.839763,91.543027,91.580502,91.740413,91.654021,91.304348,67.46988,61.151079
6425590009 TOWN OF ANDOVER,6/26/2015,2,kVAh,35.76,35.52,36,35.04,36,35.52,37.44,37.2,38.16,34.8,36.72,35.04,36.48,50.64,111.36,183.6,230.4,232.8,234.24,233.76,256.08,263.52,230.64,232.32,232.8,233.04,236.4,238.08,238.08,238.32,236.88,231.36,221.52,225.6,229.92,236.88,233.76,233.76,234,233.52,240.48,267.12,240.48,234.48,237.12,236.64,237.6,231.84,232.32,230.64,232.8,233.52,233.28,233.52,233.52,234.72,235.2,233.76,237.12,234,269.28,248.4,231.84,222.96,218.88,171.84,173.28,172.56,173.76,175.2,175.44,173.52,174.24,174.96,186.96,232.08,229.44,220.08,168,166.08,167.52,205.44,180.72,162.24,161.76,162.48,162,161.52,161.76,161.76,162.48,162.72,158.16,149.04,39.84,33.36
6425590009 TOWN OF ANDOVER,6/27/2015,1 kWh,kWh,21.12,21.12,21.12,20.88,20.88,20.88,23.04,23.52,21.12,21.12,20.88,21.6,20.64,77.04,137.04,140.16,144,146.64,152.88,189.12,219.84,209.52,209.52,209.28,210.48,214.56,214.08,212.88,208.32,208.8,210.72,212.4,212.4,214.32,212.4,212.16,206.88,208.32,210.48,242.64,222.24,209.76,212.16,207.36,206.88,207.36,206.64,208.08,207.6,207.6,205.92,204.24,203.04,206.16,206.16,204.24,146.16,140.16,151.44,175.2,150.48,142.32,170.64,153.36,154.56,152.64,150,149.76,149.28,147.84,148.32,148.56,148.08,148.56,150.48,150.72,148.08,148.08,147.84,148.56,162,185.04,105.84,93.6,94.08,95.76,92.64,94.32,150.72,151.92,146.16,143.76,89.04,22.32,23.76,25.2
6425590009 TOWN OF ANDOVER,6/27/2015,1 Power Factor,Power Factor,61.111111,61.538462,60.689655,60.416667,60.839161,60.416667,63.576159,63.636364,60.273973,60.689655,60.839161,61.22449,60.56338,68.88412,76.541555,76.64042,77.319588,77.735369,77.968176,80.408163,84.113866,84.023099,84.185149,84.332689,84.489403,84.900285,84.871551,84.799235,83.945841,83.815029,83.938815,84.205519,84.125475,84.086629,84.205519,84.030418,83.770651,83.783784,83.444339,84.390651,83.423423,83.396947,83.632923,82.917466,82.884615,83.076923,83.268859,83.045977,83.173077,83.173077,83.059051,82.862707,82.697947,83.236434,83.236434,82.94347,76.029963,75.064267,75.659472,77.742279,76.092233,75.541401,81.350114,86.820652,86.909582,86.648501,86.206897,86.307054,86.388889,86.27451,86.433566,86.452514,86.657303,87.060478,87.447699,87.587169,87.146893,87.146893,87.252125,87.306065,86.984536,87.613636,81.818182,79.918033,80.658436,81.262729,80.24948,80.204082,87.709497,87.551867,86.875892,87.063953,83.370787,63.265306,64.705882,66.878981
6425590009 TOWN OF ANDOVER,6/27/2015,2,kVAh,34.56,34.32,34.8,34.56,34.32,34.56,36.24,36.96,35.04,34.8,34.32,35.28,34.08,111.84,179.04,182.88,186.24,188.64,196.08,235.2,261.36,249.36,248.88,248.16,249.12,252.72,252.24,251.04,248.16,249.12,251.04,252.24,252.48,254.88,252.24,252.48,246.96,248.64,252.24,287.52,266.4,251.52,253.68,250.08,249.6,249.6,248.16,250.56,249.6,249.6,247.92,246.48,245.52,247.68,247.68,246.24,192.24,186.72,200.16,225.36,197.76,188.4,209.76,176.64,177.84,176.16,174,173.52,172.8,171.36,171.6,171.84,170.88,170.64,172.08,172.08,169.92,169.92,169.44,170.16,186.24,211.2,129.36,117.12,116.64,117.84,115.44,117.6,171.84,173.52,168.24,165.12,106.8,35.28,36.72,37.68
6425590009 TOWN OF ANDOVER,6/28/2015,1 kWh,kWh,24.48,22.32,22.8,22.08,23.04,21.84,22.32,22.32,21.84,23.28,24,21.6,21.12,21.12,21.36,21.84,70.08,142.56,178.08,201.6,202.56,206.4,208.32,210,209.28,207.6,207.12,205.92,205.92,232.56,238.56,214.8,204.24,202.08,198.72,198.24,198,197.76,198.24,198.24,198.96,200.64,200.64,201.84,165.84,151.2,173.52,174,148.8,94.08,92.88,92.4,93.6,15.6,0,0,0,0,0,0,66.96,101.76,147.36,149.04,148.32,146.4,146.16,146.16,146.16,145.68,146.16,150.24,178.8,158.4,147.36,101.76,89.28,89.04,88.56,89.04,89.04,89.04,96,125.04,101.04,90.96,90.24,88.56,85.92,84.72,60.48,22.8,26.16,24.96,23.52,22.32
6425590009 TOWN OF ANDOVER,6/28/2015,1 Power Factor,Power Factor,64.556962,62.416107,62.091503,61.333333,62.337662,61.486486,61.184211,61.589404,61.486486,63.815789,64.935065,62.068966,61.111111,61.111111,60.958904,62.328767,83.428571,91.808346,88.2283,86.956522,87.010309,87.221095,87.5,87.412587,87.550201,87.28557,87.348178,87.283825,86.930091,86.517857,86.812227,86.724806,86.748216,86.804124,86.339937,86.401674,86.477987,86.373166,86.492147,86.492147,86.624869,86.902287,86.812046,87.060041,84.889435,83.888149,83.391003,84.00927,83.333333,73.822976,73.434535,73.473282,74.003795,73.863636,,,,,,,73.421053,75.44484,83.537415,83.580081,83.739837,83.333333,83.310534,83.539095,83.310534,83.150685,83.196721,82.804233,83.990981,83.86277,83.537415,75.714286,72.798434,72.60274,72.21135,72.460938,72.460938,72.60274,73.260073,77.185185,74.777975,73.166023,73.4375,72.924901,72.469636,72.633745,68.292683,64.189189,68.553459,67.096774,64.052288,62.416107
6425590009 TOWN OF ANDOVER,6/28/2015,2,kVAh,37.92,35.76,36.72,36,36.96,35.52,36.48,36.24,35.52,36.48,36.96,34.8,34.56,34.56,35.04,35.04,84,155.28,201.84,231.84,232.8,236.64,238.08,240.24,239.04,237.84,237.12,235.92,236.88,268.8,274.8,247.68,235.44,232.8,230.16,229.44,228.96,228.96,229.2,229.2,229.68,230.88,231.12,231.84,195.36,180.24,208.08,207.12,178.56,127.44,126.48,125.76,126.48,21.12,0,0,0,0,0,0,91.2,134.88,176.4,178.32,177.12,175.68,175.44,174.96,175.44,175.2,175.68,181.44,212.88,188.88,176.4,134.4,122.64,122.64,122.64,122.88,122.88,122.64,131.04,162,135.12,124.32,122.88,121.44,118.56,116.64,88.56,35.52,38.16,37.2,36.72,35.76
6425590009 TOWN OF ANDOVER,6/29/2015,1 kWh,kWh,23.04,23.04,22.56,23.04,23.04,25.68,24.72,23.28,22.56,23.28,22.56,23.04,22.8,23.28,23.76,26.16,24.24,23.04,66.24,96.72,176.16,208.56,209.28,209.52,208.8,209.04,211.92,213.12,212.88,213.12,213.6,210.48,212.16,212.64,211.68,206.4,206.4,205.68,206.16,205.44,205.44,205.92,207.84,230.16,230.16,210.72,212.4,213.12,208.08,207.36,207.36,205.92,201.12,199.68,190.8,149.76,149.76,150.72,152.4,151.2,150,148.8,150,149.28,179.28,179.52,148.08,149.52,151.2,151.92,148.8,149.52,148.56,150.24,148.8,148.8,149.76,149.04,150.96,151.68,96,93.6,118.56,117.12,92.64,92.4,93.12,91.92,125.28,150.72,149.04,148.32,144.72,141.12,131.04,25.92
6425590009 TOWN OF ANDOVER,6/29/2015,1 Power Factor,Power Factor,62.745098,62.745098,61.437908,63.157895,63.157895,66.049383,66.025641,62.179487,62.251656,62.179487,61.842105,61.935484,62.913907,62.580645,63.870968,67.283951,64.74359,62.745098,75,80.278884,88.009592,90.051813,89.896907,89.907312,90.062112,90.165631,90.194076,90.335707,90.050761,89.878543,89.808274,89.672802,89.837398,89.858012,90,89.583333,89.397089,89.457203,89.479167,89.539749,89.539749,89.375,89.648033,88.878591,89.458955,89.86694,89.847716,89.878543,89.751553,89.164087,88.980433,89.004149,88.771186,88.69936,89.025756,90.962099,90.829694,91.014493,90.974212,91.172214,90.711176,90.775988,90.843023,90.80292,89.568345,90.120482,90.868925,91.215227,91.040462,91.210375,91.042584,91.081871,90.895742,90.988372,90.909091,90.775988,90.962099,90.789474,91.15942,91.32948,86.393089,86.474501,85.615251,86.524823,87.528345,87.104072,86.800895,87.442922,90,91.678832,91.863905,91.691395,91.641337,91.446345,91,67.080745
6425590009 TOWN OF ANDOVER,6/29/2015,2,kVAh,36.72,36.72,36.72,36.48,36.48,38.88,37.44,37.44,36.24,37.44,36.48,37.2,36.24,37.2,37.2,38.88,37.44,36.72,88.32,120.48,200.16,231.6,232.8,233.04,231.84,231.84,234.96,235.92,236.4,237.12,237.84,234.72,236.16,236.64,235.2,230.4,230.88,229.92,230.4,229.44,229.44,230.4,231.84,258.96,257.28,234.48,236.4,237.12,231.84,232.56,233.04,231.36,226.56,225.12,214.32,164.64,164.88,165.6,167.52,165.84,165.36,163.92,165.12,164.4,200.16,199.2,162.96,163.92,166.08,166.56,163.44,164.16,163.44,165.12,163.68,163.92,164.64,164.16,165.6,166.08,111.12,108.24,138.48,135.36,105.84,106.08,107.28,105.12,139.2,164.4,162.24,161.76,157.92,154.32,144,38.64
6425590009 TOWN OF ANDOVER,6/30/2015,1 kWh,kWh,22.56,22.32,22.32,25.44,24.24,22.32,22.08,21.84,22.8,21.6,21.84,22.08,22.32,24.48,24.24,49.92,79.68,89.76,161.28,207.36,207.84,208.08,205.92,205.44,205.92,232.56,234.48,210.24,210.48,208.08,206.4,204.72,205.2,204.72,204.72,204,204.24,204.48,204,204,204,204.96,207.36,203.76,232.32,216.72,204.96,205.44,205.44,204.24,204.24,205.2,204.72,175.68,164.64,156.96,155.52,153.36,95.28,94.56,114.72,134.16,103.92,102,100.56,103.2,151.92,151.44,150.96,149.76,150.24,151.44,202.56,204.96,203.28,198.96,155.04,153.12,150.48,150.72,121.2,123.6,126,148.32,147.6,147.84,164.16,195.12,150.24,134.4,117.84,26.64,22.56,23.52,23.76,23.52
6425590009 TOWN OF ANDOVER,6/30/2015,1 Power Factor,Power Factor,62.251656,63.265306,63.69863,67.515924,65.584416,62.416107,62.585034,62.328767,62.5,60.810811,61.904762,61.744966,62.416107,65.806452,65.16129,66.666667,70.488323,73.477407,81.454545,84.540117,84.570313,84.667969,84.282908,84.169125,84.448819,84.554974,84.956522,84.637681,84.408085,84.25656,83.820663,83.627451,83.823529,83.87414,83.300781,83.82643,83.513248,83.203125,82.926829,83.007813,83.170254,83.235867,83.317261,83.153771,82.947729,83.225806,83.317073,83.430799,83.187561,83.186706,83.186706,83.496094,83.382209,86.219081,88.061617,87.785235,87.331536,86.938776,79.241517,79.275654,79.799666,82.326951,80.783582,80.952381,80.422265,80.675422,86.950549,86.914601,86.998617,86.908078,86.823856,86.914601,89.217759,89.330544,89.345992,89.428263,91.631206,91.404011,91.399417,91.146589,86.177474,86.554622,89.74359,91.285081,91.381872,91.259259,90.47619,89.144737,86.10729,84.720121,84.948097,68.944099,65.277778,65.771812,66.442953,65.333333
6425590009 TOWN OF ANDOVER,6/30/2015,2,kVAh,36.24,35.28,35.04,37.68,36.96,35.76,35.28,35.04,36.48,35.52,35.28,35.76,35.76,37.2,37.2,74.88,113.04,122.16,198,245.28,245.76,245.76,244.32,244.08,243.84,275.04,276,248.4,249.36,246.96,246.24,244.8,244.8,244.08,245.76,243.36,244.56,245.76,246,245.76,245.28,246.24,248.88,245.04,280.08,260.4,246,246.24,246.96,245.52,245.52,245.76,245.52,203.76,186.96,178.8,178.08,176.4,120.24,119.28,143.76,162.96,128.64,126,125.04,127.92,174.72,174.24,173.52,172.32,173.04,174.24,227.04,229.44,227.52,222.48,169.2,167.52,164.64,165.36,140.64,142.8,140.4,162.48,161.52,162,181.44,218.88,174.48,158.64,138.72,38.64,34.56,35.76,35.76,36
6425590009 TOWN OF ANDOVER,7/1/2015,1 kWh,kWh,24.24,26.16,25.92,23.52,24,23.76,24,23.76,23.52,23.04,24,24.96,26.64,24.96,23.04,24,24.24,82.56,96.24,139.92,169.92,209.52,208.8,211.92,211.44,209.76,208.32,209.28,228,243.36,212.16,212.16,212.16,208.8,206.64,206.16,207.12,208.08,207.36,204.24,201.36,201.36,202.08,206.16,206.64,206.16,205.68,205.44,205.2,205.68,200.64,200.88,201.6,174.48,151.44,180,160.32,149.04,148.08,147.84,151.92,151.2,158.4,196.32,196.32,180.72,151.44,151.2,151.44,151.44,152.88,153.84,152.64,151.92,151.44,151.44,151.2,166.8,183.6,151.2,153.36,154.08,150.96,152.4,152.4,132.24,97.44,97.44,95.04,79.44,41.28,32.64,24.48,23.76,23.28,24.24
6425590009 TOWN OF ANDOVER,7/1/2015,1 Power Factor,Power Factor,66.013072,68.553459,67.924528,64.052288,64.516129,64.285714,64.935065,65.131579,64.473684,64,64.935065,66.242038,68.09816,65.822785,63.576159,64.102564,64.33121,86,85.319149,81.652661,84.486874,87.47495,87.437186,87.425743,87.574553,87.487487,87.5,87.2,86.599818,87.188306,87.265548,87.265548,87.179487,86.913087,86.794355,86.680121,86.908359,86.873747,86.834171,86.659878,86.405767,86.405767,86.536485,86.85541,86.881937,86.767677,86.828774,86.727457,86.713996,86.653185,86.096807,85.758197,85.977482,83.563218,80.279898,82.056893,81.166464,81.176471,80.971129,81.15942,81.467181,81.290323,81.683168,85.564854,85.475444,87.152778,90.92219,90.778098,90.92219,90.92219,91.130186,91.180654,90.857143,90.817791,90.92219,90.66092,90.517241,89.793282,89.894242,90.647482,90.896159,91.322902,91.291727,90.714286,91.235632,89.739414,86.199575,86.382979,86.086957,84.223919,74.782609,69.035533,64.150943,64.285714,63.398693,63.522013
