Account,Date,Channel,Units,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
6425590009 TOWN OF ANDOVER,6/29/2012,2,kVAh,167.76,172.08,174.96,171.36,164.4,116.16,37.2,37.68,40.08,38.4,37.44,37.2,37.44,59.28,128.88,206.4,250.32,251.52,252.96,258.24,294.48,281.52,253.68,254.88,255.6,254.4,252.72,254.4,252.24,256.32,257.28,256.8,252.48,252.48,255.12,253.44,247.68,247.2,246.72,247.44,247.44,251.04,263.04,283.2,260.88,244.8,246.48,244.56,245.76,244.8,247.92,247.92,251.04,249.6,248.88,247.92,248.64,246,237.12,189.12,185.76,183.36,184.8,181.2,146.4,160.8,132.96,129.84,178.56,178.56,178.8,179.28,181.2,180.24,179.04,179.28,178.56,178.32,179.28,179.04,179.52,179.04,181.2,181.44,234.48,246.72,278.4,262.56,240.96,234.48,234,230.16,129.84,37.2,35.76,35.52
6425590009 TOWN OF ANDOVER,6/30/2012,1 kWh,kWh,23.28,23.76,23.28,24,23.52,23.28,22.8,23.52,22.8,23.52,24.72,25.44,23.04,23.52,74.88,140.4,149.04,155.76,204,209.28,212.16,217.44,213.36,211.44,211.92,211.68,211.68,211.44,240.24,239.52,211.44,210.48,211.92,213.12,213.84,213.36,210.96,211.44,213.12,211.68,209.76,202.08,158.88,199.68,156,204.48,208.32,205.68,229.2,241.68,209.76,207.6,206.64,209.28,206.64,207.36,210.48,210.24,208.32,208.56,210.24,211.68,212.16,210,210.24,210.24,210.72,210.48,158.64,184.8,169.92,150.24,151.2,148.56,178.08,153.36,152.16,152.16,152.4,151.92,152.64,151.92,150.72,152.4,150.96,150,149.04,149.28,149.04,170.88,183.6,151.92,198.72,207.84,209.52,210
6425590009 TOWN OF ANDOVER,6/30/2012,1 Power Factor,Power Factor,62.179487,62.658228,61.392405,62.5,62.420382,64.238411,63.333333,63.636364,64.189189,63.636364,66.451613,66.25,63.576159,63.225806,84.552846,85.651537,86.130374,86.648865,89.567966,89.896907,89.928789,90.239044,90.162272,89.897959,89.64467,89.361702,89.634146,89.623601,88.741135,89.027654,89.350913,89.398573,89.191919,89.425982,89.637827,89.526687,89.238579,89.53252,89.516129,89.543147,89.457523,89.194915,85.862516,88.69936,85.751979,88.842544,89.117043,89.270833,88.672238,89.036251,89.092762,89.359504,89.130435,89.252815,89.315353,89.440994,89.398573,89.387755,89.300412,89.219713,89.114954,89.180991,89.383215,89.285714,89.296636,89.296636,89.318413,89.307536,85.290323,86.129754,85.714286,85.519126,85.597826,85.027473,87.5,86.820652,87.087912,86.730506,86.867305,86.593707,87.004104,86.712329,87.101248,87.345254,87.119114,86.926287,87.341772,87.482419,87.219101,86.935287,87.129841,87.190083,83.72093,83.671498,83.700863,83.652008
6425590009 TOWN OF ANDOVER,6/30/2012,2,kVAh,37.44,37.92,37.92,38.4,37.68,36.24,36,36.96,35.52,36.96,37.2,38.4,36.24,37.2,88.56,163.92,173.04,179.76,227.76,232.8,235.92,240.96,236.64,235.2,236.4,236.88,236.16,235.92,270.72,269.04,236.64,235.44,237.6,238.32,238.56,238.32,236.4,236.16,238.08,236.4,234.48,226.56,185.04,225.12,181.92,230.16,233.76,230.4,258.48,271.44,235.44,232.32,231.84,234.48,231.36,231.84,235.44,235.2,233.28,233.76,235.92,237.36,237.36,235.2,235.44,235.44,235.92,235.68,186,214.56,198.24,175.68,176.64,174.72,203.52,176.64,174.72,175.44,175.44,175.44,175.44,175.2,173.04,174.48,173.28,172.56,170.64,170.64,170.88,196.56,210.72,174.24,237.36,248.4,250.32,251.04
6425590009 TOWN OF ANDOVER,7/1/2012,1 kWh,kWh,205.44,204.24,173.52,151.44,68.64,23.52,23.52,24.24,23.76,23.28,23.52,23.52,26.16,23.04,23.04,51.36,184.8,204.24,210.24,211.2,216,216.24,212.16,213.36,214.56,210.96,211.44,212.64,211.68,210,212.16,212.4,214.32,225.36,242.64,213.6,210.24,210,209.76,211.2,209.52,210,208.56,207.12,213.6,213.36,211.44,207.36,206.88,223.92,241.92,225.6,209.04,209.04,208.56,211.68,209.52,208.56,208.8,209.04,209.04,208.8,209.04,208.56,210.72,211.44,209.76,189.84,154.8,154.8,155.04,157.2,183.12,184.08,175.2,209.76,208.56,208.8,209.52,209.04,208.8,206.4,206.16,194.4,152.88,150.48,150,174.24,181.68,150,150,150,149.28,150.24,151.92,101.52
6425590009 TOWN OF ANDOVER,7/1/2012,1 Power Factor,Power Factor,83.59375,83.268102,84.859155,87.275242,79.224377,61.63522,61.25,61.96319,61.490683,61.392405,63.636364,62.025316,67.701863,62.337662,63.576159,68.152866,85.271318,86.395939,86.818632,86.699507,86.956522,86.885246,86.836935,86.901271,86.880466,86.600985,86.627335,86.608016,86.30137,86.377098,86.581783,86.679726,86.447241,85.910339,86.484175,86.407767,86.475814,86.462451,86.534653,86.529007,86.435644,86.462451,86.553785,86.733668,86.914063,86.816406,86.79803,86.746988,86.720322,86.388889,86.821705,86.635945,86.752988,86.752988,86.813187,87.068115,86.952191,86.9,86.826347,86.752988,86.839482,86.739781,86.752988,86.64008,86.758893,86.79803,86.44906,85.329018,82.061069,82.165605,82.503193,81.772784,82.934783,82.918919,84.101382,86.878728,86.64008,87,86.779324,86.666667,86.653386,86.432161,86.418511,85.896076,84.259259,83.37766,83.668005,83.544304,84.111111,83.55615,83.55615,83.22237,83.378016,83.466667,83.730159,75.266904
6425590009 TOWN OF ANDOVER,7/1/2012,2,kVAh,245.76,245.28,204.48,173.52,86.64,38.16,38.4,39.12,38.64,37.92,36.96,37.92,38.64,36.96,36.24,75.36,216.72,236.4,242.16,243.6,248.4,248.88,244.32,245.52,246.96,243.6,244.08,245.52,245.28,243.12,245.04,245.04,247.92,262.32,280.56,247.2,243.12,242.88,242.4,244.08,242.4,242.88,240.96,238.8,245.76,245.76,243.6,239.04,238.56,259.2,278.64,260.4,240.96,240.96,240.24,243.12,240.96,240,240.48,240.96,240.72,240.72,240.96,240.72,242.88,243.6,242.64,222.48,188.64,188.4,187.92,192.24,220.8,222,208.32,241.44,240.72,240,241.44,241.2,240.96,238.8,238.56,226.32,181.44,180.48,179.28,208.56,216,179.52,179.52,180.24,179.04,180,181.44,134.88
6425590009 TOWN OF ANDOVER,7/2/2012,1 kWh,kWh,129.36,140.4,141.12,140.64,147.36,174.72,160.08,141.6,109.44,132,156,184.32,191.28,160.8,162.48,163.92,167.28,167.76,165.36,162.96,176.88,243.84,232.08,215.28,215.04,214.8,216,215.52,215.52,216.24,214.32,215.52,213.36,216.24,217.44,215.04,216.96,217.44,215.04,212.16,213.36,211.2,211.44,211.44,211.44,217.92,217.44,213.36,213.36,212.64,211.44,211.68,212.88,211.44,226.8,244.56,212.88,210.24,207.6,204.96,204.96,204.72,203.76,174.72,148.32,148.8,148.32,148.08,150.96,147.84,147.84,148.32,147.84,102.72,99.36,151.92,153.36,153.6,155.52,155.04,154.32,153.6,173.76,186.24,154.08,151.92,150.48,150.48,151.2,153.36,150,150.48,149.76,150.24,150,150
6425590009 TOWN OF ANDOVER,7/2/2012,1 Power Factor,Power Factor,75.490196,75.777202,75.675676,75.710594,75.337423,77.944325,76.843318,75.255102,77.683135,84.355828,87.248322,86.583991,87.390351,87.696335,87.694301,88.015464,88.005051,87.924528,87.770701,87.612903,87.218935,89.35796,89.371534,89.61039,89.421158,89.769308,89.463221,89.8,89.17577,89.296333,89.478958,89.17577,89.346734,89.296333,89.437315,89.243028,89.50495,89.525692,89.421158,89.383215,89.257028,89.521872,89.441624,89.441624,89.441624,89.72332,89.614243,89.43662,89.43662,89.404642,89.350913,89.271255,89.50555,89.350913,88.983051,89.229422,89.325277,89.387755,89.359504,89.051095,88.958333,88.854167,88.807531,87.185629,85.123967,85.281981,85.241379,85.338866,85.811733,85.200553,85.31856,85.477178,85.200553,86.639676,87.341772,90.948276,91.285714,91.298146,91.267606,91.242938,90.947666,91.038407,90.161893,90.337602,91.322902,91.341991,91.399417,91.666667,91.436865,91.416309,91.642229,91.266376,91.36164,91.120815,91.240876,91.240876
6425590009 TOWN OF ANDOVER,7/2/2012,2,kVAh,171.36,185.28,186.48,185.76,195.6,224.16,208.32,188.16,140.88,156.48,178.8,212.88,218.88,183.36,185.28,186.24,190.08,190.8,188.4,186,202.8,272.88,259.68,240.24,240.48,239.28,241.44,240,241.68,242.16,239.52,241.68,238.8,242.16,243.12,240.96,242.4,242.88,240.48,237.36,239.04,235.92,236.4,236.4,236.4,242.88,242.64,238.56,238.56,237.84,236.64,237.12,237.84,236.64,254.88,274.08,238.32,235.2,232.32,230.16,230.4,230.4,229.44,200.4,174.24,174.48,174,173.52,175.92,173.52,173.28,173.52,173.52,118.56,113.76,167.04,168,168.24,170.4,169.92,169.68,168.72,192.72,206.16,168.72,166.32,164.64,164.16,165.36,167.76,163.68,164.88,163.92,164.88,164.4,164.4
6425590009 TOWN OF ANDOVER,7/3/2012,1 kWh,kWh,149.76,149.76,150.24,150,177.84,176.16,95.28,93.12,94.8,96.48,94.56,93.84,94.08,93.36,94.32,93.84,183.84,207.84,212.4,216,216,214.56,212.64,213.36,214.8,218.16,216.48,213.12,243.6,237.36,212.88,213.36,210.96,213.6,212.64,212.64,212.64,212.64,212.88,211.92,212.64,211.68,211.92,211.2,211.2,236.4,241.44,211.44,212.88,208.32,208.8,207.84,209.28,208.56,210,210.48,211.92,238.08,244.08,210.96,209.28,207.6,207.36,203.04,188.88,145.44,145.92,144.24,152.16,152.64,152.16,184.8,176.64,152.88,152.88,150.72,147.6,147.36,198.72,208.32,205.68,205.68,182.4,189.36,159.12,151.92,151.68,151.68,151.92,151.68,153.6,152.16,151.44,151.68,151.68,151.68
6425590009 TOWN OF ANDOVER,7/3/2012,1 Power Factor,Power Factor,91.22807,91.36164,91.253644,90.975255,89.927184,90.394089,86.681223,87.387387,87.389381,87.964989,87.168142,87.472036,86.91796,87.41573,87.13969,87.472036,86.067416,86.773547,87.364265,87.463557,86.788814,86.376812,86.947988,86.901271,86.808923,87.068966,87.234043,86.634146,85.944115,86.375546,86.452242,86.226964,86.176471,86.24031,86.18677,86.103013,86.019417,86.439024,86.536585,86.314761,86.439024,86.555447,86.568627,86.529007,86.614173,86.479368,86.724138,86.712598,86.960784,86.8,86.826347,87.035176,86.939182,87.161484,87.064677,87.090367,87.080868,86.789151,87.371134,87.115956,86.507937,86.5,86.313686,86.150713,85.17316,80.907877,81.392236,80.77957,81.806452,81.853282,81.701031,82.529475,82.603816,81.666667,81.981982,81.558442,80.921053,80.683311,85.625646,86.454183,86.304129,86.304129,83.700441,84.115139,83.606557,83.070866,82.830931,83.157895,83.180026,83.04862,83.441982,83.530962,83.135705,83.04862,82.939633,82.830931
6425590009 TOWN OF ANDOVER,7/3/2012,2,kVAh,164.16,163.92,164.64,164.88,197.76,194.88,109.92,106.56,108.48,109.68,108.48,107.28,108.24,106.8,108.24,107.28,213.6,239.52,243.12,246.96,248.88,248.4,244.56,245.52,247.44,250.56,248.16,246,283.44,274.8,246.24,247.44,244.8,247.68,246.72,246.96,247.2,246,246,245.52,246,244.56,244.8,244.08,243.84,273.36,278.4,243.84,244.8,240,240.48,238.8,240.72,239.28,241.2,241.68,243.36,274.32,279.36,242.16,241.92,240,240.24,235.68,221.76,179.76,179.28,178.56,186,186.48,186.24,223.92,213.84,187.2,186.48,184.8,182.4,182.64,232.08,240.96,238.32,238.32,217.92,225.12,190.32,182.88,183.12,182.4,182.64,182.64,184.08,182.16,182.16,182.64,182.88,183.12
6425590009 TOWN OF ANDOVER,7/4/2012,1 kWh,kWh,151.68,151.68,150.96,151.2,151.68,151.92,151.92,150.72,149.76,152.64,151.68,153.36,152.4,151.68,163.68,185.76,165.12,156.48,175.68,210.96,212.16,214.8,217.68,212.88,210.96,211.92,212.88,210.96,209.76,209.28,211.44,211.2,209.04,208.08,206.16,209.76,190.32,171.84,174,145.2,145.68,145.68,144.96,145.44,146.16,146.4,145.68,145.92,147.36,147.12,144.48,144.72,145.92,144.96,152.64,193.92,204.24,153.36,153.12,153.12,154.8,154.8,152.64,152.64,152.64,152.64,152.64,152.64,152.64,152.64,152.64,153.12,156,152.88,179.52,179.52,152.64,152.88,153.12,152.88,106.08,97.92,97.44,99.84,82.56,0,0,0,0,0,0,0,0,0.96,30.72,30.24
6425590009 TOWN OF ANDOVER,7/4/2012,1 Power Factor,Power Factor,83.157895,82.939633,82.8722,82.894737,82.939633,82.745098,82.637076,83.621838,83.646113,83.355177,83.597884,84.078947,83.773087,83.597884,83.374083,83.766234,84.004884,84.237726,84.331797,84.357006,84.270734,83.64486,83.826248,84.395814,84.357006,84.416826,84.556721,84.519231,83.716475,83.846154,83.984747,84.130019,83.830606,83.445621,82.835101,83.158896,81.166837,77.072121,77.623126,75.71965,75.875,75.969962,76.070529,75.93985,75.840598,76.154806,76.256281,76.38191,76.75,76.625,76.299113,76.522843,76.38191,76.359039,76.534296,80.238332,83.677483,86.820652,86.802721,86.920981,87.044534,87.044534,86.885246,86.766712,86.766712,86.766712,87.004104,86.885246,86.885246,87.004104,86.885246,86.920981,87.365591,86.903138,86.473988,86.976744,86.885246,86.666667,86.684783,86.548913,80.804388,79.6875,79.607843,80.464217,80,,,,,,,,,66.666667,70.32967,69.230769
6425590009 TOWN OF ANDOVER,7/4/2012,2,kVAh,182.4,182.88,182.16,182.4,182.88,183.6,183.84,180.24,179.04,183.12,181.44,182.4,181.92,181.44,196.32,221.76,196.56,185.76,208.32,250.08,251.76,256.8,259.68,252.24,250.08,251.04,251.76,249.6,250.56,249.6,251.76,251.04,249.36,249.36,248.88,252.24,234.48,222.96,224.16,191.76,192,191.76,190.56,191.52,192.72,192.24,191.04,191.04,192,192,189.36,189.12,191.04,189.84,199.44,241.68,244.08,176.64,176.4,176.16,177.84,177.84,175.68,175.92,175.92,175.92,175.44,175.68,175.68,175.44,175.68,176.16,178.56,175.92,207.6,206.4,175.68,176.4,176.64,176.64,131.28,122.88,122.4,124.08,103.2,0,0,0,0,0,0,0,0,1.44,43.68,43.68
6425590009 TOWN OF ANDOVER,7/5/2012,1 kWh,kWh,29.76,30.96,31.44,29.04,29.52,28.56,29.04,28.32,28.32,28.32,28.32,28.56,28.56,84.48,142.32,156,205.44,222.24,235.44,258.24,235.68,224.4,224.64,223.92,224.4,222.72,218.88,218.88,219.36,219.36,218.88,219.36,219.84,224.16,223.2,222,242.16,246.96,217.2,217.92,217.92,216.72,216.24,210,208.08,210.96,209.04,207.6,208.08,208.32,207.12,207.36,210.24,211.68,212.4,209.28,209.04,214.8,215.52,174.96,161.76,162,161.04,158.64,160.56,158.4,155.76,155.28,155.76,155.04,155.04,155.28,154.8,155.28,158.64,158.4,158.4,191.52,181.44,159.6,156.48,156.48,154.56,156.48,114,141.36,156,213.12,213.12,212.16,210.24,201.12,185.04,91.68,26.4,26.88
6425590009 TOWN OF ANDOVER,7/5/2012,1 Power Factor,Power Factor,67.759563,68.983957,69.680851,67.222222,67.955801,66.853933,67.597765,66.666667,66.292135,65.921788,65.921788,66.480447,66.111111,85.024155,83.169705,82.802548,86.290323,87.440982,87.66756,88.052373,87.914056,88.041431,87.969925,87.93591,87.87594,87.878788,87.523992,87.523992,87.21374,87.297039,87.106017,87.297039,87.15509,87.617261,87.570621,87.594697,86.982759,87.277354,87.355212,87.307692,87.391723,87.415295,87.221684,87.151394,86.873747,87.202381,86.926148,86.760281,86.873747,86.886887,86.820926,87.096774,87.164179,87.41328,87.364265,86.85259,87.012987,86.47343,88.910891,91.468005,91.576087,91.836735,91.666667,91.551247,91.643836,91.539528,91.666667,91.513437,91.666667,91.501416,91.631206,91.384181,91.749644,91.643059,91.678225,91.794159,91.794159,90.47619,91.304348,91.471802,91.4446,91.316527,91.477273,91.573034,88.951311,85.985401,86.092715,89.516129,89.516129,89.292929,89.387755,88.865323,88.518944,80.932203,65.47619,64.739884
6425590009 TOWN OF ANDOVER,7/5/2012,2,kVAh,43.92,44.88,45.12,43.2,43.44,42.72,42.96,42.48,42.72,42.96,42.96,42.96,43.2,99.36,171.12,188.4,238.08,254.16,268.56,293.28,268.08,254.88,255.36,254.64,255.36,253.44,250.08,250.08,251.52,251.28,251.28,251.28,252.24,255.84,254.88,253.44,278.4,282.96,248.64,249.6,249.36,247.92,247.92,240.96,239.52,241.92,240.48,239.28,239.52,239.76,238.56,238.08,241.2,242.16,243.12,240.96,240.24,248.4,242.4,191.28,176.64,176.4,175.68,173.28,175.2,173.04,169.92,169.68,169.92,169.44,169.2,169.92,168.72,169.44,173.04,172.56,172.56,211.68,198.72,174.48,171.12,171.36,168.96,170.88,128.16,164.4,181.2,238.08,238.08,237.6,235.2,226.32,209.04,113.28,40.32,41.52
6425590009 TOWN OF ANDOVER,7/6/2012,1 kWh,kWh,26.64,27.12,27.84,29.04,26.64,27.36,26.4,27.36,26.64,27.12,37.2,126.48,153.6,180,195.84,167.52,191.28,218.16,218.88,222.48,217.68,221.28,221.52,220.56,219.36,220.56,219.6,221.28,226.32,253.68,233.28,216.48,216.24,216.72,216,215.52,220.56,220.56,216.96,215.28,215.04,214.8,214.32,216.48,219.6,220.8,217.44,215.04,214.56,215.28,216.24,216,216.72,238.56,245.04,215.28,213.36,211.92,205.2,150.72,153.12,151.44,151.68,152.16,148.8,148.08,147.6,154.56,205.92,209.28,208.08,208.8,207.84,208.56,213.12,243.6,227.76,210.48,210,198.48,154.08,153.84,153.6,153.84,157.2,161.76,191.04,174.72,155.52,156.72,160.56,153.12,117.84,95.28,26.4,25.68
6425590009 TOWN OF ANDOVER,7/6/2012,1 Power Factor,Power Factor,63.068182,64.942529,66.285714,66.483516,64.534884,64.044944,64.327485,64.40678,64.16185,64.204545,71.759259,86.963696,87.312415,87.209302,87.553648,87.688442,88.45727,89.468504,89.940828,90.087464,89.890981,89.514563,89.61165,89.483934,89.257813,89.223301,89.442815,89.514563,88.878417,89.04802,88.929552,89.042448,89.207921,89.053254,89.197225,89.087302,89.483934,89.57115,89.239882,89.253731,89.243028,89.321357,89.032901,89.306931,89.355469,89.407191,89.173228,89.243028,89.221557,89.342629,89.296333,89.285714,89.405941,88.829312,89.092496,89.16501,89.078156,89.101917,88.969823,84.750337,85.18024,85.27027,85.405405,85.100671,85.281981,85.457064,85.298197,86.096257,89.189189,89.344262,89.289392,89.322382,89.186406,89.219713,88.888889,89.113257,89.107981,89.126016,89.194699,89.116379,90.806223,90.921986,91.038407,90.921986,91.225627,90.591398,90.660592,90.886392,91.139241,91.073919,91.393443,91.273247,88.788427,86.870897,63.583815,62.941176
6425590009 TOWN OF ANDOVER,7/6/2012,2,kVAh,42.24,41.76,42,43.68,41.28,42.72,41.04,42.48,41.52,42.24,51.84,145.44,175.92,206.4,223.68,191.04,216.24,243.84,243.36,246.96,242.16,247.2,247.2,246.48,245.76,247.2,245.52,247.2,254.64,284.88,262.32,243.12,242.4,243.36,242.16,241.92,246.48,246.24,243.12,241.2,240.96,240.48,240.72,242.4,245.76,246.96,243.84,240.96,240.48,240.96,242.16,241.92,242.4,268.56,275.04,241.44,239.52,237.84,230.64,177.84,179.76,177.6,177.6,178.8,174.48,173.28,173.04,179.52,230.88,234.24,233.04,233.76,233.04,233.76,239.76,273.36,255.6,236.16,235.44,222.72,169.68,169.2,168.72,169.2,172.32,178.56,210.72,192.24,170.64,172.08,175.68,167.76,132.72,109.68,41.52,40.8
6425590009 TOWN OF ANDOVER,7/7/2012,1 kWh,kWh,25.44,25.44,25.44,25.44,24.96,25.44,25.2,25.2,25.68,25.2,27.6,26.64,61.44,135.36,143.28,147.36,160.08,205.68,203.52,206.64,210.96,215.04,238.56,220.56,206.16,203.76,203.76,208.08,212.88,213.36,204.96,202.8,211.92,215.28,217.2,214.08,213.12,215.28,215.04,213.12,225.36,244.8,218.88,210.72,209.76,210.72,208.56,208.08,206.4,206.16,208.56,207.6,206.64,206.16,206.4,205.68,205.92,205.44,204.96,205.92,205.2,228.24,239.04,204.96,205.68,204.72,205.68,205.92,161.04,154.8,155.04,154.8,155.04,157.68,154.8,154.56,154.56,154.32,154.8,155.04,164.16,188.4,165.36,155.28,157.2,154.8,154.56,154.08,154.32,150,147.6,133.2,51.84,25.68,25.2,24.96
6425590009 TOWN OF ANDOVER,7/7/2012,1 Power Factor,Power Factor,61.627907,63.473054,61.627907,64.634146,63.414634,63.855422,62.874251,63.253012,63.690476,62.874251,66.091954,64.912281,68.449198,76.010782,76.538462,77.038896,78.65566,83.446933,83.300589,83.673469,83.874046,82.962963,83.599664,83.242754,83.155857,82.748538,82.910156,83.045977,82.742537,83.006536,82.67183,82.761998,83.145009,83.59739,83.873957,83.364486,83.380282,83.675373,83.660131,83.615819,83.244681,83.881579,83.363803,83.222749,83.238095,83.222749,82.919847,83.045977,82.692308,82.67565,82.999045,82.933845,82.788462,82.755299,82.692308,82.962246,82.978723,82.945736,82.751938,82.818533,82.768635,82.984293,83.767872,82.751938,83.042636,82.896016,82.962246,82.978723,86.136072,86.810229,86.944818,86.810229,86.944818,87.250996,86.810229,86.909582,86.792453,86.774629,86.693548,86.595174,86.037736,86.932447,86.775819,86.845638,87.449933,87.162162,87.027027,86.874154,87.127371,86.926287,86.864407,85.253456,72.727273,62.941176,61.403509,60.818713
6425590009 TOWN OF ANDOVER,7/7/2012,2,kVAh,41.28,40.08,41.28,39.36,39.36,39.84,40.08,39.84,40.32,40.08,41.76,41.04,89.76,178.08,187.2,191.28,203.52,246.48,244.32,246.96,251.52,259.2,285.36,264.96,247.92,246.24,245.76,250.56,257.28,257.04,247.92,245.04,254.88,257.52,258.96,256.8,255.6,257.28,257.04,254.88,270.72,291.84,262.56,253.2,252,253.2,251.52,250.56,249.6,249.36,251.28,250.32,249.6,249.12,249.6,247.92,248.16,247.68,247.68,248.64,247.92,275.04,285.36,247.68,247.68,246.96,247.92,248.16,186.96,178.32,178.32,178.32,178.32,180.72,178.32,177.84,178.08,177.84,178.56,179.04,190.8,216.72,190.56,178.8,179.76,177.6,177.6,177.36,177.12,172.56,169.92,156.24,71.28,40.8,41.04,41.04
6425590009 TOWN OF ANDOVER,7/8/2012,1 kWh,kWh,24.72,25.2,25.2,24.96,24.96,26.4,26.88,24.48,24.72,25.44,24.48,24.96,24.96,72.48,129.12,142.56,188.16,209.52,215.04,215.52,220.32,221.04,218.88,248.88,234,215.28,215.52,215.04,214.8,214.32,214.8,219.12,217.68,213.6,212.88,212.88,212.88,215.04,215.04,211.2,211.2,210.96,211.2,210.96,210.96,210.96,211.44,210.72,210.72,211.44,212.4,213.36,220.8,244.08,223.2,208.8,208.8,208.56,208.8,208.56,208.8,208.32,208.8,208.08,209.04,211.44,209.76,209.28,209.76,214.8,213.12,213.12,210.24,209.76,208.56,230.16,239.04,208.56,210,204.96,152.16,154.8,155.76,164.16,189.6,177.36,210.24,211.2,210.72,208.32,207.6,205.2,205.44,196.56,170.64,186
6425590009 TOWN OF ANDOVER,7/8/2012,1 Power Factor,Power Factor,60.946746,61.403509,61.764706,61.176471,61.176471,62.5,65.116279,63.354037,63.580247,64.242424,62.962963,63.414634,62.650602,83.888889,81.146305,81.481481,85.58952,87.038883,87.414634,87.354086,87.679083,87.714286,86.939943,87.3631,87.287377,86.834463,86.763285,86.653772,86.306654,86.447241,86.389961,86.622391,86.628462,86.24031,86.452242,86.368062,86.368062,86.653772,86.737657,86.444008,86.359176,86.430678,86.614173,86.600985,86.600985,86.600985,86.54224,86.673248,86.673248,86.712598,86.764706,86.986301,86.384977,86.923077,86.753731,86.395233,86.395233,86.467662,86.567164,86.64008,86.567164,86.626747,86.739781,86.526946,86.752988,87.055336,86.878728,86.766169,86.792453,86.808923,86.803519,86.803519,86.732673,86.792453,86.64008,86.318632,86.533449,86.467662,86.633663,86.262626,81.491003,81.749049,81.84111,82.014388,82.983193,83.033708,86.561265,86.614173,86.758893,86.713287,86.586587,86.363636,86.464646,85.93914,82.770664,83.783784
6425590009 TOWN OF ANDOVER,7/8/2012,2,kVAh,40.56,41.04,40.8,40.8,40.8,42.24,41.28,38.64,38.88,39.6,38.88,39.36,39.84,86.4,159.12,174.96,219.84,240.72,246,246.72,251.28,252,251.76,284.88,268.08,247.92,248.4,248.16,248.88,247.92,248.64,252.96,251.28,247.68,246.24,246.48,246.48,248.16,247.92,244.32,244.56,244.08,243.84,243.6,243.6,243.6,244.32,243.12,243.12,243.84,244.8,245.28,255.6,280.8,257.28,241.68,241.68,241.2,241.2,240.72,241.2,240.48,240.72,240.48,240.96,242.88,241.44,241.2,241.68,247.44,245.52,245.52,242.4,241.68,240.72,266.64,276.24,241.2,242.4,237.6,186.72,189.36,190.32,200.16,228.48,213.6,242.88,243.84,242.88,240.24,239.76,237.6,237.6,228.72,206.16,222
6425590009 TOWN OF ANDOVER,7/9/2012,1 kWh,kWh,155.76,152.64,152.4,152.4,152.88,152.16,152.4,152.16,118.8,132.72,122.88,156,160.56,161.76,162,175.92,218.88,217.92,214.56,213.12,234.48,251.52,220.08,219.12,219.12,219.12,218.4,215.28,214.8,215.04,214.08,214.8,214.08,214.56,215.04,214.32,217.44,219.12,219.12,215.52,234.24,251.52,222.48,218.64,216.48,215.04,215.04,214.56,214.8,214.56,214.32,214.56,214.08,214.32,215.28,216.48,215.52,214.08,214.32,214.56,214.56,213.36,214.56,237.6,239.52,212.88,211.44,208.08,205.44,159.6,149.52,148.56,149.04,149.52,149.04,151.44,150.72,149.28,148.32,149.76,148.8,196.08,197.76,197.52,197.04,197.28,156,149.28,170.88,180.24,148.08,148.08,148.08,148.56,148.32,148.56
6425590009 TOWN OF ANDOVER,7/9/2012,1 Power Factor,Power Factor,83.205128,83.137255,83.006536,83.006536,82.83485,83.421053,83.773087,83.751651,76.744186,78.328612,77.458396,78.883495,79.548157,79.107981,78.85514,80.994475,84.288355,84.701493,83.62956,83.615819,83.790738,84.109149,84.12844,84.772516,84.537037,84.693878,84.729981,84.542884,83.880037,83.816651,83.992467,83.880037,83.992467,83.943662,83.895131,84.007526,84.044527,84.380776,84.380776,84.1612,84.137931,84.8583,84.580292,84.665428,84.377923,84.131455,84.131455,84.180791,84.037559,84.022556,84.086629,84.339623,84.389782,84.245283,84.542884,84.615385,84.477893,84.549763,84.324835,84.339623,84.260132,84.425451,84.499055,84.398977,84.719864,84.556721,84.145177,84.174757,83.675464,79.355609,77.875,77.959698,77.917189,77.875,77.917189,78.385093,78.012422,77.652934,77.443609,77.419355,77.306733,83.11292,83.654822,83.638211,83.519837,83.451777,84.306096,84.281843,84.061393,84.76298,84.289617,84.289617,84.059946,83.875339,83.85346,83.76184
