"Date / Time","Name Path Reference","Object Name","Object Value",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_A.Trend - Present Value (Trend1)","KW_A.Trend - Present Value (Trend1)","36.68784 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_B.Trend - Present Value (Trend1)","KW_B.Trend - Present Value (Trend1)","37.28697 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_C.Trend - Present Value (Trend1)","KW_C.Trend - Present Value (Trend1)","37.85138 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Total.Main-kW (Trend1)","KW_Total.Main-kW (Trend1)","112.8194 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Present_Demand.Main-kW_Present_Demand (Trend1)","KW_Present_Demand.Main-kW_Present_Demand (Trend1)","102.1124 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.Energy.Main-kWh-Energy (Trend1)","Energy.Main-kWh-Energy (Trend1)","7754010 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Total.Main-kVAR (Trend1)","KVAR_Total.Main-kVAR (Trend1)","114.4456 kVAR",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","106.0123 kVAR",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVARh.Main-kVARh (Trend1)","KVARh.Main-kVARh (Trend1)","5322242 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Total.Main-kVA (Trend1)","KVA_Total.Main-kVA (Trend1)","160.009 kVA",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","147.2081 kVA",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAh.Main-kVAh (Trend1)","KVAh.Main-kVAh (Trend1)","9480644 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KW_Total.DHB - kW - Present Value (Trend1)","KW_Total.DHB - kW - Present Value (Trend1)","9.578703 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.Energy.DHB - kWh Total (Trend1)","Energy.DHB - kWh Total (Trend1)","79748.27 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAR_Total.DHB-KVAR (Trend1)","KVAR_Total.DHB-KVAR (Trend1)","16.65302 kVAR",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVA_Total.DHB-KVA (Trend1)","KVA_Total.DHB-KVA (Trend1)","19.21131 kVA",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAh.DHB-kVAh (Trend1)","KVAh.DHB-kVAh (Trend1)","115710.4 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KW_Total.M1-kW-Total (Trend1)","KW_Total.M1-kW-Total (Trend1)","0 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.Energy.M1-kWh-Energy (Trend1)","Energy.M1-kWh-Energy (Trend1)","19964.33 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAR_Total.M1-kVAR-Total (Trend1)","KVAR_Total.M1-kVAR-Total (Trend1)","0 kVAR",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVARh.M1-kVARh (Trend1)","KVARh.M1-kVARh (Trend1)","20861.41 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVA_Total.M1-kVA-Total (Trend1)","KVA_Total.M1-kVA-Total (Trend1)","0 kVA",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAh.M1-kVAh (Trend1)","KVAh.M1-kVAh (Trend1)","29101.88 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KW_Total.DG-kW (Trend1)","KW_Total.DG-kW (Trend1)","10.79639 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.Energy.DG-kWh-Energy (Trend1)","Energy.DG-kWh-Energy (Trend1)","189447 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAR_Total.DG-kVAR (Trend1)","KVAR_Total.DG-kVAR (Trend1)","11.99118 kVAR",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVARh.DG-kVARh (Trend1)","KVARh.DG-kVARh (Trend1)","79030.89 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVA_Total.DG-kVA (Trend1)","KVA_Total.DG-kVA (Trend1)","16.13538 kVA",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAh.DG-kVAh (Trend1)","KVAh.DG-kVAh (Trend1)","207104.5 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KW_Total.DE-ATS-kW (Trend1)","KW_Total.DE-ATS-kW (Trend1)","55.69714 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.Energy.DE-ATS-Energy-kWh (Trend1)","Energy.DE-ATS-Energy-kWh (Trend1)","176218 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAR_Total.DE-ATS-kVAR (Trend1)","KVAR_Total.DE-ATS-kVAR (Trend1)","29.51451 kVAR",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVARh.DE-ATS-kVARh (Trend1)","KVARh.DE-ATS-kVARh (Trend1)","66239.18 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVA_Total.DE-ATS-kVA (Trend1)","KVA_Total.DE-ATS-kVA (Trend1)","63.03394 kVA",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAh.DE-ATS-kVAh (Trend1)","KVAh.DE-ATS-kVAh (Trend1)","189648 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KW_Total.CollinCtr-kW (Trend1)","KW_Total.CollinCtr-kW (Trend1)","12.70593 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.Energy.CollinCtr-Energy-kWh (Trend1)","Energy.CollinCtr-Energy-kWh (Trend1)","131190.8 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAR_Total.CollinCtr-kVAR (Trend1)","KVAR_Total.CollinCtr-kVAR (Trend1)","27.39965 kVAR",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVARh.CollinCtr-kVARh (Trend1)","KVARh.CollinCtr-kVARh (Trend1)","161183.8 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVA_Total.CollinCtr-kVA (Trend1)","KVA_Total.CollinCtr-kVA (Trend1)","30.20234 kVA",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAh.CollinCtr-kVAh (Trend1)","KVAh.CollinCtr-kVAh (Trend1)","212571.6 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KW_Total.DL-kW (Trend1)","KW_Total.DL-kW (Trend1)","25.85512 kW",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.Energy.DL-Energy-kWh (Trend1)","Energy.DL-Energy-kWh (Trend1)","224553 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAR_Total.DL-kVAR (Trend1)","KVAR_Total.DL-kVAR (Trend1)","27.21898 kVAR",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVARh.DL-kVARh (Trend1)","KVARh.DL-kVARh (Trend1)","153736.3 kWh",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVA_Total.DL-kVA (Trend1)","KVA_Total.DL-kVA (Trend1)","37.54144 kVA",
"26/01/16 04:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAh.DL-kVAh (Trend1)","KVAh.DL-kVAh (Trend1)","276502.5 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_A.Trend - Present Value (Trend1)","KW_A.Trend - Present Value (Trend1)","28.16843 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_B.Trend - Present Value (Trend1)","KW_B.Trend - Present Value (Trend1)","38.3429 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_C.Trend - Present Value (Trend1)","KW_C.Trend - Present Value (Trend1)","37.25064 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Total.Main-kW (Trend1)","KW_Total.Main-kW (Trend1)","103.762 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Present_Demand.Main-kW_Present_Demand (Trend1)","KW_Present_Demand.Main-kW_Present_Demand (Trend1)","100.03 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.Energy.Main-kWh-Energy (Trend1)","Energy.Main-kWh-Energy (Trend1)","7753984 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Total.Main-kVAR (Trend1)","KVAR_Total.Main-kVAR (Trend1)","105.0747 kVAR",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","104.237 kVAR",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVARh.Main-kVARh (Trend1)","KVARh.Main-kVARh (Trend1)","5322215 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Total.Main-kVA (Trend1)","KVA_Total.Main-kVA (Trend1)","147.6727 kVA",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","144.4766 kVA",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAh.Main-kVAh (Trend1)","KVAh.Main-kVAh (Trend1)","9480607 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KW_Total.DHB - kW - Present Value (Trend1)","KW_Total.DHB - kW - Present Value (Trend1)","8.916484 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.Energy.DHB - kWh Total (Trend1)","Energy.DHB - kWh Total (Trend1)","79745.98 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAR_Total.DHB-KVAR (Trend1)","KVAR_Total.DHB-KVAR (Trend1)","16.71405 kVAR",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVA_Total.DHB-KVA (Trend1)","KVA_Total.DHB-KVA (Trend1)","18.99615 kVA",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAh.DHB-kVAh (Trend1)","KVAh.DHB-kVAh (Trend1)","115705.6 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KW_Total.M1-kW-Total (Trend1)","KW_Total.M1-kW-Total (Trend1)","0 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.Energy.M1-kWh-Energy (Trend1)","Energy.M1-kWh-Energy (Trend1)","19964.33 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAR_Total.M1-kVAR-Total (Trend1)","KVAR_Total.M1-kVAR-Total (Trend1)","0 kVAR",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVARh.M1-kVARh (Trend1)","KVARh.M1-kVARh (Trend1)","20861.41 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVA_Total.M1-kVA-Total (Trend1)","KVA_Total.M1-kVA-Total (Trend1)","0 kVA",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAh.M1-kVAh (Trend1)","KVAh.M1-kVAh (Trend1)","29101.88 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KW_Total.DG-kW (Trend1)","KW_Total.DG-kW (Trend1)","10.95254 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.Energy.DG-kWh-Energy (Trend1)","Energy.DG-kWh-Energy (Trend1)","189444.4 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAR_Total.DG-kVAR (Trend1)","KVAR_Total.DG-kVAR (Trend1)","11.48308 kVAR",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVARh.DG-kVARh (Trend1)","KVARh.DG-kVARh (Trend1)","79028.08 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVA_Total.DG-kVA (Trend1)","KVA_Total.DG-kVA (Trend1)","15.98495 kVA",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAh.DG-kVAh (Trend1)","KVAh.DG-kVAh (Trend1)","207100.8 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KW_Total.DE-ATS-kW (Trend1)","KW_Total.DE-ATS-kW (Trend1)","45.67665 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.Energy.DE-ATS-Energy-kWh (Trend1)","Energy.DE-ATS-Energy-kWh (Trend1)","176206.1 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAR_Total.DE-ATS-kVAR (Trend1)","KVAR_Total.DE-ATS-kVAR (Trend1)","21.30898 kVAR",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVARh.DE-ATS-kVARh (Trend1)","KVARh.DE-ATS-kVARh (Trend1)","66233.09 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVA_Total.DE-ATS-kVA (Trend1)","KVA_Total.DE-ATS-kVA (Trend1)","50.40267 kVA",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAh.DE-ATS-kVAh (Trend1)","KVAh.DE-ATS-kVAh (Trend1)","189634.5 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KW_Total.CollinCtr-kW (Trend1)","KW_Total.CollinCtr-kW (Trend1)","12.53919 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.Energy.CollinCtr-Energy-kWh (Trend1)","Energy.CollinCtr-Energy-kWh (Trend1)","131188.4 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAR_Total.CollinCtr-kVAR (Trend1)","KVAR_Total.CollinCtr-kVAR (Trend1)","26.9517 kVAR",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVARh.CollinCtr-kVARh (Trend1)","KVARh.CollinCtr-kVARh (Trend1)","161177 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVA_Total.CollinCtr-kVA (Trend1)","KVA_Total.CollinCtr-kVA (Trend1)","29.72584 kVA",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAh.CollinCtr-kVAh (Trend1)","KVAh.CollinCtr-kVAh (Trend1)","212564.3 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KW_Total.DL-kW (Trend1)","KW_Total.DL-kW (Trend1)","26.98319 kW",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.Energy.DL-Energy-kWh (Trend1)","Energy.DL-Energy-kWh (Trend1)","224546.5 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAR_Total.DL-kVAR (Trend1)","KVAR_Total.DL-kVAR (Trend1)","28.22102 kVAR",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVARh.DL-kVARh (Trend1)","KVARh.DL-kVARh (Trend1)","153729.7 kWh",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVA_Total.DL-kVA (Trend1)","KVA_Total.DL-kVA (Trend1)","39.04509 kVA",
"26/01/16 04:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAh.DL-kVAh (Trend1)","KVAh.DL-kVAh (Trend1)","276493.2 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_A.Trend - Present Value (Trend1)","KW_A.Trend - Present Value (Trend1)","27.3474 kW",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_B.Trend - Present Value (Trend1)","KW_B.Trend - Present Value (Trend1)","33.17164 kW",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_C.Trend - Present Value (Trend1)","KW_C.Trend - Present Value (Trend1)","34.47564 kW",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Total.Main-kW (Trend1)","KW_Total.Main-kW (Trend1)","94.99467 kW",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Present_Demand.Main-kW_Present_Demand (Trend1)","KW_Present_Demand.Main-kW_Present_Demand (Trend1)","101.31 kW",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.Energy.Main-kWh-Energy (Trend1)","Energy.Main-kWh-Energy (Trend1)","7753959 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Total.Main-kVAR (Trend1)","KVAR_Total.Main-kVAR (Trend1)","102.5356 kVAR",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","101.754 kVAR",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVARh.Main-kVARh (Trend1)","KVARh.Main-kVARh (Trend1)","5322188 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Total.Main-kVA (Trend1)","KVA_Total.Main-kVA (Trend1)","139.7767 kVA",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","143.6111 kVA",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAh.Main-kVAh (Trend1)","KVAh.Main-kVAh (Trend1)","9480570 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KW_Total.DHB - kW - Present Value (Trend1)","KW_Total.DHB - kW - Present Value (Trend1)","9.363511 kW",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.Energy.DHB - kWh Total (Trend1)","Energy.DHB - kWh Total (Trend1)","79743.6 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAR_Total.DHB-KVAR (Trend1)","KVAR_Total.DHB-KVAR (Trend1)","17.01039 kVAR",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVA_Total.DHB-KVA (Trend1)","KVA_Total.DHB-KVA (Trend1)","19.41722 kVA",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAh.DHB-kVAh (Trend1)","KVAh.DHB-kVAh (Trend1)","115700.7 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KW_Total.M1-kW-Total (Trend1)","KW_Total.M1-kW-Total (Trend1)","0 kW",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.Energy.M1-kWh-Energy (Trend1)","Energy.M1-kWh-Energy (Trend1)","19964.33 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAR_Total.M1-kVAR-Total (Trend1)","KVAR_Total.M1-kVAR-Total (Trend1)","0 kVAR",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVARh.M1-kVARh (Trend1)","KVARh.M1-kVARh (Trend1)","20861.41 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVA_Total.M1-kVA-Total (Trend1)","KVA_Total.M1-kVA-Total (Trend1)","0 kVA",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAh.M1-kVAh (Trend1)","KVAh.M1-kVAh (Trend1)","29101.88 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KW_Total.DG-kW (Trend1)","KW_Total.DG-kW (Trend1)","10.48434 kW",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.Energy.DG-kWh-Energy (Trend1)","Energy.DG-kWh-Energy (Trend1)","189441.7 kWh",
"26/01/16 04:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAR_Total.DG-kVAR (Trend1)","KVAR_Total.DG-kVAR (Trend1)","11.44947 kVAR",
