,amain,bmain,cmain,pres,KW_Total.AHS_N1-DE-ATS-kW (Trend1),KW_Total.AHS_N1-DG-kW (Trend1),KW_Total.AHS_N1-DHB - kW (Trend1),KW_Total.AHS_N1-DL-kW (Trend1),KW_Total.AHS_N1-Main-kW (Trend1),KW_Total.CollinCtr-kW (Trend1),KW_Total.M1-kW-Total (Trend1)
2016-01-25 16:30:00,74.93565,78.54771,67.08251,254.4215,42.52863,32.78672,26.91357,52.86071,220.5659,66.67789,0.0
2016-01-25 16:41:00,,,,,,,,,,,
2016-01-25 16:45:00,60.41262,66.29326,58.16078,221.933,37.64101,32.74073,13.73235,45.61277,184.8667,55.80873,0.0
2016-01-25 17:00:00,65.44825,75.61324,62.63278,212.403,45.76885,34.99065,13.49463,45.53603,203.6943,64.87115,0.0
2016-01-25 17:15:00,80.01743,82.3852,72.23647,194.83,74.67204,49.70068,10.62372,41.85672,234.6313,60.29083,0.0
2016-01-25 17:30:00,78.77709,88.34236,77.31459,227.6069,80.56052,50.45028,11.11821,39.88132,244.4341,65.34785,0.0
2016-01-25 17:45:00,77.22231,79.10743,71.169,233.0171,65.5424,50.40131,10.57114,37.77472,227.4987,64.8063,0.0
2016-01-25 18:00:00,73.45346,87.1115,70.23733,231.485,67.00933,48.91538,11.50218,43.35756,230.8023,58.91088,0.0
2016-01-25 18:15:00,71.58661,72.89824,66.57901,222.2482,59.35515,49.3318,10.48082,36.74631,211.0639,56.44314,0.0
2016-01-25 18:21:00,,,,,,,,,,,
2016-01-25 18:30:00,72.40382,78.50688,62.63118,215.4366,60.16358,51.19221,11.582,34.0983,213.5419,58.27769,0.0
2016-01-25 18:45:00,69.83558,75.8536,63.86687,211.1086,68.0145,47.55817,11.47281,34.76921,209.5561,49.65777,0.0
2016-01-25 19:00:00,64.59627,72.41228,63.33014,208.7614,56.84632,47.70197,10.87267,34.10057,200.3387,52.35955,0.0
2016-01-25 19:15:00,62.49228,72.85602,61.73662,209.427,69.30502,48.26985,10.92498,33.42443,197.0849,36.27736,0.0
2016-01-25 19:30:00,60.03148,69.57978,60.55156,201.4971,61.05014,48.53598,10.3256,35.91541,190.1628,35.62584,0.0
2016-01-25 19:45:00,60.11959,67.57787,59.1764,190.3758,55.4239,50.67445,10.35659,35.08587,186.8738,35.80109,0.0
2016-01-25 20:00:00,56.51413,59.16985,58.27523,192.6426,53.76164,42.37723,9.964132,34.44743,173.9592,34.84974,0.0
2016-01-26 05:00:00,29.89938,35.06212,37.27223,102.434,50.8238,10.41097,9.23438,25.10394,102.2337,8.339625,0.0
2016-01-26 05:15:00,46.52008,54.60957,44.5052,102.434,62.94788,11.59575,9.088898,28.81624,145.6349,35.99557,0.0
2016-01-26 05:30:00,46.35083,48.58881,44.9128,111.6681,58.12332,11.19828,9.388167,31.97887,139.8524,31.14585,0.0
2016-01-26 05:45:00,50.86812,46.69846,52.10312,138.3959,56.5097,30.49057,8.879727,30.63009,149.6697,27.27882,0.0
2016-01-26 06:00:00,54.73943,57.05539,51.98688,133.202,63.48836,34.52041,9.662115,28.51099,163.7817,28.04076,0.0
2016-01-26 06:01:00,,,,,,,,,,,
2016-01-26 06:15:00,57.72016,57.81393,60.13258,154.5215,60.63683,33.83737,13.0866,45.72261,175.6667,23.72469,0.0
2016-01-26 06:30:00,65.20423,68.96003,69.47906,159.2189,77.85021,36.60905,13.63274,55.49975,204.2831,22.81108,0.0
2016-01-26 06:45:00,71.69003,72.43584,73.20558,199.2598,70.68014,39.59917,13.26812,63.79254,217.3314,27.15089,0.0
2016-01-26 07:00:00,72.57016,79.46465,77.69509,208.2527,68.13912,64.39123,14.14517,60.93294,229.7299,19.62733,0.0
2016-01-26 07:15:00,100.4826,105.3498,102.395,232.9212,72.7066,100.757,31.7227,82.08808,308.4736,20.13164,0.0
2016-01-26 07:30:00,105.3036,116.299,106.9613,288.3112,76.7337,90.36257,39.22822,95.48687,328.564,24.91701,0.0
2016-01-26 07:41:00,,,,,,,,,,,
2016-01-26 07:45:00,115.5796,121.9999,119.8446,336.7325,81.77901,94.27294,43.22747,114.2312,358.389,23.18203,0.0
2016-01-26 08:00:00,123.331,130.4826,121.7802,348.5649,76.88824,99.11831,48.1939,125.363,375.5938,24.60264,0.0
2016-01-26 08:15:00,131.4525,131.4142,123.9724,378.4002,77.14575,102.5956,45.58134,119.5854,388.5869,42.37302,0.0
2016-01-26 08:30:00,144.8764,141.3898,134.1841,377.1825,76.7161,103.9311,44.72202,121.3125,420.4503,73.52927,0.0
2016-01-26 08:45:00,147.7877,146.0476,137.9198,395.7707,79.72632,104.947,42.91467,126.748,431.8559,79.07559,0.0
2016-01-26 09:00:00,144.256,139.8516,132.5498,429.6211,74.25787,102.755,47.14013,122.4805,416.6575,69.02621,0.0
2016-01-26 09:15:00,146.7588,142.2758,136.8347,429.0241,76.41939,99.17693,44.69538,126.8294,425.8694,77.50562,0.0
2016-01-26 09:21:00,,,,,,,,,,,
2016-01-26 09:30:00,146.577,150.0899,137.63,428.552,77.6488,103.3691,53.68628,131.4524,434.2969,74.33376,0.0
2016-01-26 09:45:00,140.1448,145.6091,138.6353,433.2867,81.09217,98.44195,43.42933,124.4807,422.1002,74.81514,0.0
2016-01-26 10:00:00,143.3929,145.8748,138.8809,434.9005,79.93174,107.916,45.46999,122.8448,428.0765,72.31521,0.0
2016-01-26 10:15:00,144.7965,146.0977,141.4702,435.0186,78.66287,109.6138,45.08478,136.8668,432.3643,72.39948,0.0
2016-01-26 10:30:00,151.8178,148.7074,143.5413,442.7975,76.69886,107.5091,43.35852,135.7494,444.0114,81.40762,0.0
2016-01-26 10:45:00,149.8867,148.7646,143.2506,449.6646,77.62823,107.5033,44.20044,136.4411,441.9019,76.49088,0.0
2016-01-26 11:00:00,142.1613,144.2975,143.0889,446.1981,74.67662,105.8076,47.41896,129.741,429.5478,71.4962,0.0
2016-01-26 11:01:00,,,,,,,,,,,
2016-01-26 11:15:00,151.8354,150.7981,145.3392,444.7892,71.17355,106.986,45.59274,137.9276,447.9727,86.05278,0.0
2016-01-26 11:30:00,145.9076,143.8859,142.4581,438.2592,69.60269,110.1414,45.79442,125.2384,432.2516,81.25768,0.0
2016-01-26 11:45:00,137.0025,143.7988,134.653,435.8645,65.98427,110.3626,43.21655,117.8996,415.4544,76.44259,0.0
2016-01-26 12:00:00,143.4211,142.6654,138.0064,424.1541,71.75015,109.81,43.01665,108.0257,424.093,81.72031,0.0
2016-01-26 12:15:00,136.6005,141.3377,134.5431,423.1137,69.00339,111.6107,46.42788,108.9769,412.1891,74.74677,0.0
2016-01-26 12:30:00,137.8947,140.0342,132.828,413.8803,68.27341,109.4384,47.64511,112.5236,410.7569,72.04288,0.0
2016-01-26 12:41:00,,,,,,,,,,,
2016-01-26 12:45:00,129.8611,139.7637,132.3096,412.7159,65.33755,108.5516,46.81648,110.5586,401.9345,70.81988,0.0
2016-01-26 13:00:00,135.948,141.2553,130.6115,414.7598,75.83582,106.9741,44.89948,107.1434,407.8148,82.22432,0.0
2016-01-26 13:15:00,139.99,142.2952,135.2398,410.2115,76.55471,107.9795,43.45718,103.6247,417.5251,84.27082,0.0
2016-01-26 13:30:00,137.5063,144.8628,134.0584,410.313,76.58723,105.3938,46.9794,99.97238,416.4275,85.98153,0.0
2016-01-26 13:45:00,133.9558,141.7357,130.8181,420.746,75.67486,103.789,43.83177,104.5581,406.5096,81.43723,0.0
2016-01-26 14:00:00,131.3292,137.1744,132.6652,411.3427,64.25406,104.0136,44.18984,102.2259,401.7316,83.96425,0.0
2016-01-26 14:15:00,127.2119,135.6132,124.4699,401.2118,66.72864,103.9234,42.00895,94.18892,387.2951,78.85184,0.0
2016-01-26 14:21:00,,,,,,,,,,,
2016-01-26 14:30:00,125.6908,130.9199,124.4494,400.5392,66.35916,101.9251,41.15743,96.17618,381.0601,72.64932,0.0
2016-01-26 14:45:00,127.2083,133.0594,121.4456,388.9249,72.46951,103.8923,41.21479,88.88534,381.7133,73.47914,0.0
2016-01-26 15:00:00,126.7177,127.7919,119.2754,384.129,85.50656,103.4088,36.24753,71.29609,373.7849,75.67468,0.0
2016-01-26 15:15:00,84.9465,90.84837,84.11954,364.2744,62.94313,54.16933,27.80979,55.61388,259.9144,63.29828,0.0
2016-01-26 15:30:00,83.77972,94.42035,85.69758,331.4478,62.71261,55.10662,27.18348,54.6981,263.8976,65.41962,0.0
2016-01-26 15:45:00,80.82096,85.82146,79.53231,267.0956,66.02465,50.058,25.33072,53.23748,246.1747,53.59158,0.0
2016-01-26 16:00:00,83.4608,85.82985,80.62793,251.3119,72.92877,50.39796,25.7384,50.36811,250.0432,53.39288,0.0
2016-01-26 16:01:00,,,,,,,,,,,
2016-01-26 16:15:00,71.4024,74.61554,70.38936,245.5816,49.00909,39.30915,26.40235,50.64602,216.4073,52.96754,0.0
2016-01-26 16:30:00,66.64886,68.48578,63.52649,236.5963,42.27017,34.41544,23.89309,44.31615,198.6611,54.60722,0.0
2016-01-26 16:45:00,67.13327,74.54649,66.01434,208.0689,57.6719,34.20678,24.71024,45.5976,208.3014,47.98466,0.0
2016-01-26 17:00:00,68.27689,76.90087,70.06653,201.3759,42.66372,56.60585,23.29566,45.43922,215.2443,49.16145,0.0
2016-01-26 17:15:00,65.61764,73.14289,65.38235,207.5324,44.72563,50.62655,22.49414,38.7308,204.0989,48.07502,0.0
2016-01-26 17:30:00,65.53606,75.44357,67.03275,213.2532,47.62241,51.91703,23.51454,37.37985,208.0124,48.02861,0.0
2016-01-26 17:41:00,,,,,,,,,,,
2016-01-26 17:45:00,67.68862,75.50979,65.7757,209.0457,45.17208,49.98833,24.42455,42.4227,208.9741,48.00296,0.0
2016-01-26 18:00:00,65.79807,76.17166,66.69781,213.096,43.60646,51.10547,22.83771,34.92611,208.6675,59.9438,0.0
2016-01-26 18:15:00,76.54126,74.84782,68.45911,205.2389,45.78217,51.36312,22.55444,35.65265,219.8482,63.82288,0.0
2016-01-26 18:30:00,66.93178,67.79694,64.33867,201.0018,35.70509,51.76952,23.28287,37.95607,199.0674,50.75999,0.0
2016-01-26 18:45:00,63.95825,65.99101,64.20746,202.6071,32.97399,53.05481,22.91007,38.64141,193.8506,47.1461,0.0
2016-01-26 19:00:00,69.61864,71.27947,65.10058,202.2117,46.31274,52.80405,22.52103,35.96593,205.9987,49.30332,0.0
2016-01-26 19:15:00,65.93606,64.94719,63.88383,202.1486,33.90475,50.65529,23.62616,37.62897,194.7671,49.84961,0.0
2016-01-26 19:21:00,,,,,,,,,,,
2016-01-26 19:30:00,61.82253,63.22564,61.06324,198.4708,35.049,50.20284,9.951257,31.67823,183.5904,57.27389,0.0
2016-01-26 19:45:00,58.08011,58.95954,60.03207,197.2158,30.38453,51.81337,10.10774,30.15193,173.8109,51.355,0.0
2016-01-26 20:00:00,61.07919,59.62591,56.92255,180.1845,31.98071,50.24159,9.418633,31.96466,176.1158,52.92524,0.0
2016-01-27 05:00:00,22.41998,26.52725,29.64406,81.05531,24.69058,12.00061,9.804897,23.67367,78.59129,8.553914,0.0
2016-01-27 05:15:00,36.15593,43.75377,34.17955,80.22391,30.92963,12.33066,8.269536,27.93181,114.0893,35.65442,0.0
2016-01-27 05:21:00,,,,,,,,,,,
2016-01-27 05:30:00,35.67804,36.32052,39.20502,90.48032,28.68594,25.38364,8.787446,27.89199,111.2184,21.46593,0.0
2016-01-27 05:45:00,60.44234,58.61633,58.82996,104.9175,80.0865,35.14525,10.08035,29.10626,177.8886,24.88237,0.0
2016-01-27 06:00:00,51.88128,55.78018,56.03371,133.3044,75.87222,33.10836,8.742543,26.49879,163.6952,20.95091,0.0
2016-01-27 06:15:00,52.35949,60.50945,59.23302,171.1794,60.35941,34.21626,11.75279,47.31374,172.1019,19.61458,0.0
2016-01-27 06:30:00,60.3889,69.45383,65.63068,160.8888,65.65088,41.04594,12.78541,53.65287,195.4734,24.60022,0.0
2016-01-27 06:45:00,69.50271,76.21469,74.84554,186.0221,67.98233,70.0585,14.22621,50.65315,220.5629,20.14213,0.0
2016-01-27 07:00:00,73.38728,76.4113,78.87216,217.0196,70.18002,66.68477,14.21884,55.22543,228.6708,20.10616,0.0
2016-01-27 07:01:00,,,,,,,,,,,
2016-01-27 07:15:00,93.30286,91.92636,93.60619,232.86,75.07969,83.79303,20.44488,74.56291,278.8354,24.37327,0.0
2016-01-27 07:30:00,99.39484,106.0551,105.8943,247.8645,73.43079,97.82043,37.99632,78.97723,311.0223,20.5299,0.0
2016-01-27 07:45:00,113.1273,113.9629,116.5968,299.8247,70.37733,99.36438,38.87054,104.2136,343.687,29.05159,0.0
2016-01-27 08:00:00,112.8828,120.174,117.345,331.2481,75.96928,87.3626,41.2153,111.97,350.4018,30.5713,0.0
2016-01-27 08:15:00,107.8182,115.8702,113.09,348.5389,74.108,86.10005,40.78123,103.5951,336.7785,30.28815,0.0
2016-01-27 08:30:00,109.0776,121.6181,114.2182,350.7461,72.5535,86.38821,41.2556,111.6845,344.9139,31.85596,0.0
2016-01-27 08:41:00,,,,,,,,,,,
2016-01-27 08:45:00,115.153,124.7375,116.6585,349.0341,73.7611,89.4782,44.15644,108.9352,356.549,35.79865,0.0
2016-01-27 09:00:00,112.2006,121.8402,117.2397,355.306,76.06612,89.99454,41.76749,108.3681,351.2805,30.37904,0.0
2016-01-27 09:15:00,109.6854,122.3066,115.5275,356.2924,69.50153,87.88871,40.85217,114.666,347.5194,31.13277,0.0
2016-01-27 09:30:00,134.2049,143.3143,136.756,356.1882,72.46686,88.62687,44.84335,115.7555,414.2751,74.25201,0.0
2016-01-27 09:45:00,132.3423,135.9144,130.7896,377.396,75.83636,89.91084,42.17117,119.3795,399.0464,73.06609,0.0
2016-01-27 10:00:00,126.613,137.6111,129.845,402.2573,76.89218,89.23775,41.3671,112.1253,394.1058,72.74871,0.0
2016-01-27 10:15:00,129.5142,139.3626,131.3972,401.3152,77.55305,91.26835,44.28376,112.795,400.274,63.77674,0.0
2016-01-27 10:21:00,,,,,,,,,,,
2016-01-27 10:30:00,123.0869,137.8448,124.4954,400.4064,70.29427,87.44066,42.53751,116.9115,385.4272,65.43697,0.0
2016-01-27 10:45:00,123.2759,133.3979,129.9791,394.7442,75.58386,85.36514,41.30955,110.5091,386.6529,66.17501,0.0
2016-01-27 11:00:00,120.6138,135.2938,127.0246,386.5421,72.61388,86.58443,41.17911,117.3732,382.9322,70.57503,0.0
2016-01-27 11:15:00,118.0672,128.0713,120.2337,388.4195,71.32091,88.744,41.79506,107.8762,367.0029,55.52901,0.0
2016-01-27 11:30:00,121.0914,134.7522,121.5959,381.8944,72.58413,88.68273,42.55146,111.0919,377.4395,60.51203,0.0
2016-01-27 11:45:00,119.3399,127.9071,115.9687,376.9673,68.36248,87.54212,40.27399,106.0898,363.2156,54.68426,0.0
2016-01-27 12:00:00,127.4136,131.53,120.7159,370.665,79.78526,91.36412,41.96661,108.6882,379.6594,55.26565,0.0
2016-01-27 12:01:00,,,,,,,,,,,
2016-01-27 12:15:00,124.8979,132.3005,124.7635,373.5544,81.99736,92.48566,40.47884,105.1211,381.9619,60.09182,0.0
2016-01-27 12:30:00,116.1669,128.2675,115.4386,372.3256,71.32239,92.70863,40.94854,100.012,359.873,52.64598,0.0
2016-01-27 12:45:00,119.9468,128.5694,120.3598,372.1028,80.14696,92.86018,39.98263,103.2339,368.876,49.29715,0.0
2016-01-27 13:00:00,116.5506,126.1759,116.2106,367.6798,76.36195,93.66351,43.02237,97.59275,358.9371,44.11979,0.0
2016-01-27 13:15:00,121.3567,130.8165,123.0185,363.8041,79.47012,94.49406,40.79898,105.735,375.1918,57.98875,0.0
2016-01-27 13:30:00,115.7678,124.4469,114.4262,367.7975,63.71905,94.577,41.5104,100.7953,354.6408,51.00157,0.0
2016-01-27 13:41:00,,,,,,,,,,,
2016-01-27 13:45:00,114.1955,126.7486,115.5661,371.5798,67.64513,96.03921,42.95023,96.69259,356.5102,50.04304,0.0
2016-01-27 14:00:00,116.6583,125.8457,117.7152,363.4095,67.5189,92.07815,44.0325,100.787,360.2192,51.11037,0.0
2016-01-27 14:15:00,119.6522,124.1875,116.4165,365.6601,69.05597,93.73585,45.83281,97.88634,360.2562,52.13544,0.0
2016-01-27 14:30:00,119.0499,131.9823,121.7091,366.2475,62.81446,93.9962,39.80622,97.95783,372.302,75.38828,0.0
2016-01-27 14:45:00,108.7014,128.2813,114.2022,367.3388,64.30918,94.11198,40.43541,94.98087,351.1848,55.99589,0.0
2016-01-27 15:00:00,97.07821,113.052,104.0553,359.455,63.19359,86.74123,32.09367,75.72588,314.1854,53.48934,0.0
2016-01-27 15:15:00,73.39496,83.32551,75.69831,325.914,69.81566,40.27907,19.42508,60.55289,232.4188,43.97486,0.0
2016-01-27 15:21:00,,,,,,,,,,,
2016-01-27 15:30:00,76.76675,85.97193,79.08973,280.8007,62.24651,42.19932,19.68739,53.24285,241.8284,67.50548,0.0
2016-01-27 15:45:00,69.86707,76.82798,77.40891,233.8766,64.0042,42.9656,17.63354,53.22344,222.8474,47.83253,0.0
2016-01-27 16:00:00,71.46474,78.25423,76.29493,236.0431,71.32249,45.92726,19.19119,51.75444,226.0139,40.61004,0.0
2016-01-27 16:15:00,57.03247,61.85023,58.5634,219.213,42.65828,33.04473,15.58153,50.42587,177.4461,35.82269,0.0
2016-01-27 16:30:00,53.87658,59.05303,53.97882,207.2419,36.51988,33.75628,15.58496,45.21517,166.9084,35.92177,0.0
2016-01-27 16:45:00,52.63344,60.43982,54.08645,173.4501,36.80793,34.35752,15.8899,42.28363,167.1597,38.09509,0.0
2016-01-27 17:00:00,65.80953,67.52415,64.80165,169.6312,50.92096,49.11609,15.19681,44.29847,198.1353,39.2941,0.0
2016-01-27 17:01:00,,,,,,,,,,,
2016-01-27 17:15:00,62.51456,68.00688,64.71723,175.2256,58.63819,49.56172,10.87487,39.12069,194.1273,37.46478,0.0
2016-01-27 17:30:00,57.094,57.53815,57.19286,185.3698,35.31458,48.79423,10.649,37.1279,171.825,40.97838,0.0
2016-01-27 17:45:00,56.22963,60.57571,57.05249,178.5785,44.53608,49.32034,11.03517,33.04895,173.8578,36.8493,0.0
2016-01-27 18:00:00,52.55985,54.91123,52.48646,173.2084,32.43814,47.64082,9.664416,34.28341,159.9575,35.82086,0.0
2016-01-27 18:15:00,60.30673,63.0701,58.3886,169.8031,38.3674,48.32914,10.44037,33.38293,181.7654,33.46059,0.0
2016-01-27 18:30:00,49.67511,55.59533,50.45211,166.8258,33.18531,49.49733,10.92435,36.73861,158.988,25.21642,0.0
2016-01-27 18:41:00,,,,,,,,,,,
2016-01-27 18:45:00,47.1736,49.06052,50.7019,161.1059,30.72627,47.95874,9.719259,33.70186,146.936,25.54335,0.0
2016-01-27 19:00:00,50.37407,50.56688,53.26349,155.5385,37.75189,47.02808,9.716166,33.77408,154.2044,25.37414,0.0
2016-01-27 19:15:00,45.69434,48.57149,52.4951,152.0981,31.6914,46.51786,9.557528,34.27021,146.7609,25.16677,0.0
2016-01-27 19:30:00,43.76355,46.69343,49.23307,151.4664,25.65973,43.91374,10.70344,34.26459,139.6926,25.16383,0.0
2016-01-27 19:45:00,48.28865,49.13813,53.50255,146.0255,40.61304,43.42229,10.45263,34.28178,150.5958,22.61927,0.0
2016-01-27 20:00:00,57.18217,55.22457,59.1591,143.9929,59.45521,45.48878,10.24235,30.51718,171.4997,26.87337,0.0
2016-01-28 05:00:00,36.43939,35.64835,38.83232,117.4264,50.56466,12.605,9.67908,26.00762,110.9201,12.27107,0.0
2016-01-28 05:15:00,46.32876,55.20811,45.17314,104.5396,57.08571,10.84741,9.431112,27.13254,146.71,44.4404,0.0
2016-01-28 05:30:00,57.67114,59.856,55.31876,116.8185,51.16257,12.66903,8.823998,26.66885,172.8459,75.66752,0.0
2016-01-28 05:45:00,55.53485,56.26049,57.62724,177.4694,66.07321,32.70136,8.764383,28.68684,169.4226,34.77262,0.0
2016-01-28 06:00:00,64.7215,68.48749,67.72622,157.2096,60.18765,32.95791,9.222693,29.48736,201.6203,71.82551,0.0
2016-01-28 06:15:00,77.31889,75.02344,80.35097,195.565,70.38522,35.39534,13.47299,49.79491,233.0942,67.21285,0.0
2016-01-28 06:21:00,,,,,,,,,,,
2016-01-28 06:30:00,74.13593,73.29676,79.62875,208.1193,67.60117,62.61993,15.1022,53.13801,227.0614,31.35566,0.0
2016-01-28 06:45:00,96.76333,97.31087,94.39172,218.9029,80.44116,59.82023,13.5492,60.4748,289.0031,78.16899,0.0
2016-01-28 07:00:00,91.89542,93.40654,93.81845,266.7769,96.60452,63.01288,14.1804,66.75476,279.1204,36.75785,0.0
2016-01-28 07:15:00,121.2733,125.3324,122.1236,273.1278,92.54836,89.87165,35.39838,88.55138,368.7293,62.03824,0.0
2016-01-28 07:30:00,127.4236,134.3425,126.5014,295.3913,83.13207,89.75465,42.43137,106.9026,388.2675,65.34158,0.0
2016-01-28 07:45:00,126.1759,130.5832,127.2831,387.4638,96.93606,94.34054,44.15217,126.6795,384.0421,31.30515,0.0
2016-01-28 08:00:00,146.3357,151.1023,146.2058,379.2702,84.14122,104.4171,46.04529,144.9841,443.9563,65.30976,0.0
2016-01-28 08:01:00,,,,,,,,,,,
2016-01-28 08:15:00,131.6467,144.4583,135.4621,424.8068,85.25272,99.16001,49.56636,134.7994,411.5671,41.02208,0.0
2016-01-28 08:30:00,131.9348,141.0988,137.1734,426.2685,85.29029,99.20062,46.49331,141.8964,410.2071,37.04087,0.0
2016-01-28 08:45:00,135.3673,136.0051,136.8094,415.242,89.26514,99.49517,48.22538,138.9783,408.1819,32.11359,0.0
2016-01-28 09:00:00,139.9324,148.9165,143.1163,418.5029,92.08938,101.7979,46.21777,159.6622,432.5752,32.12957,0.0
2016-01-28 09:15:00,147.1887,147.5141,144.358,416.3999,90.5778,102.8107,45.71203,147.6369,439.0609,62.52013,0.0
2016-01-28 09:30:00,151.1658,149.1917,147.1501,427.1004,95.41251,106.7334,48.82836,136.6957,447.5076,60.25679,0.0
2016-01-28 09:41:00,,,,,,,,,,,
2016-01-28 09:45:00,154.785,151.2203,151.6247,444.4109,81.42078,102.8022,50.19484,163.3923,457.63,62.13651,0.0
2016-01-28 10:00:00,161.6473,153.5857,157.5546,451.1061,84.3468,102.6019,48.51607,161.1428,464.0598,62.07218,0.0
2016-01-28 10:15:00,145.9769,151.0349,147.8717,454.5104,88.31481,101.1339,50.19287,142.3975,444.2437,56.92141,0.0
2016-01-28 10:30:00,154.9618,151.2273,152.5448,454.6506,78.93878,98.30737,48.85563,162.5715,458.734,63.61568,0.0
2016-01-28 10:45:00,149.4819,151.7875,145.2937,452.4672,80.93768,96.97741,49.71673,160.0006,446.5632,54.58737,0.0
2016-01-28 11:00:00,138.9634,144.7723,142.9536,450.6602,81.12185,97.00129,50.826,136.5622,426.6893,55.67538,0.0
2016-01-28 11:15:00,145.0924,146.8348,147.2842,445.9174,90.28273,92.17751,48.59089,140.108,439.221,61.38776,0.0
2016-01-28 11:21:00,,,,,,,,,,,
2016-01-28 11:30:00,143.3163,148.448,142.187,441.3691,80.68631,96.8024,47.09007,142.4506,433.9512,57.23631,0.0
2016-01-28 11:45:00,147.6771,147.9226,148.0716,437.1291,77.01888,99.0717,50.00752,146.2958,443.6714,55.90299,0.0
2016-01-28 12:00:00,149.3363,146.7685,148.6205,441.5974,77.82554,99.29969,48.12865,152.8736,439.8441,57.58154,0.0
2016-01-28 12:15:00,151.5875,149.2196,142.9418,449.9939,84.01781,98.82859,49.20173,140.6333,443.7488,58.57878,0.0
2016-01-28 12:30:00,140.3645,149.4527,139.8224,445.2978,81.08389,99.16585,51.1728,135.0719,429.6396,55.59396,0.0
2016-01-28 12:45:00,136.3612,139.3069,132.2524,450.4656,71.28201,95.65957,46.13994,129.3783,407.9204,57.70039,0.0
2016-01-28 13:00:00,136.2534,143.3629,138.3925,416.3398,72.87196,104.7115,46.20493,126.89,418.0088,57.05787,0.0
2016-01-28 13:01:00,,,,,,,,,,,
2016-01-28 13:15:00,135.0482,145.4133,130.7537,419.6813,70.05512,100.3718,45.38226,125.1544,411.8499,60.22191,0.0
2016-01-28 13:30:00,135.6287,143.8859,134.9041,418.4462,74.9282,104.8883,45.00211,123.1736,414.6732,55.70618,0.0
2016-01-28 13:45:00,135.6255,144.8941,133.8946,413.2904,66.46577,103.7117,45.80542,121.0209,414.5589,67.6462,0.0
2016-01-28 14:00:00,137.4927,143.3494,132.7116,416.1937,69.91267,100.2903,45.99031,130.0086,415.2199,58.38133,0.0
2016-01-28 14:15:00,127.5157,143.9009,128.7352,407.8784,71.21646,103.0722,45.30798,112.8608,400.1518,56.96069,0.0
2016-01-28 14:30:00,130.9915,140.1647,133.1199,412.4303,80.11085,105.227,43.62119,115.5907,411.8669,56.96775,0.0
2016-01-28 14:41:00,,,,,,,,,,,
2016-01-28 14:45:00,133.004,136.9232,122.6584,404.2498,65.89478,103.7127,41.92576,101.6248,392.5856,63.43988,0.0
2016-01-28 15:00:00,117.4023,125.8679,112.8752,396.7057,66.4024,99.32594,39.99146,84.06611,356.1454,56.72415,0.0
2016-01-28 15:15:00,99.28302,102.1393,92.44158,380.5542,75.64542,52.78072,33.06715,74.7114,293.8639,50.73373,0.0
2016-01-28 15:30:00,88.4397,95.38749,81.78596,334.2437,64.11726,49.10321,32.81574,64.35514,266.1982,48.56147,0.0
2016-01-28 15:45:00,97.43271,97.3595,85.13718,281.3803,77.05616,48.80947,29.75058,62.37645,277.5696,51.97049,0.0
2016-01-28 16:00:00,85.16839,90.90335,78.23981,272.3823,61.36023,50.59857,28.82628,60.35907,254.5709,46.49667,0.0
2016-01-28 16:15:00,72.21159,76.31045,66.11289,266.7316,47.82403,38.61476,27.83513,55.25217,214.6349,45.4586,0.0
2016-01-28 16:21:00,,,,,,,,,,,
2016-01-28 16:30:00,69.44736,74.19915,69.38604,251.2125,50.23897,37.30399,14.68477,50.11519,213.0325,61.60405,0.0
2016-01-28 16:45:00,66.94381,69.04664,58.88612,193.8982,40.29882,36.70317,14.50562,54.41718,194.8766,49.93189,0.0
2016-01-28 17:00:00,62.92727,68.47137,55.61041,193.7864,47.2237,34.86385,13.42289,43.96693,187.009,51.95866,0.0
2016-01-28 17:15:00,69.1396,64.9853,57.87954,186.7571,37.486,49.54745,13.04258,42.96698,191.7119,49.28633,0.0
2016-01-28 17:30:00,71.08384,69.33399,57.78363,188.32,47.95741,50.45192,13.35793,41.09966,198.2015,45.18431,0.0
2016-01-28 17:45:00,60.59472,64.22331,59.67671,191.3848,39.52989,49.77503,13.41959,38.87816,185.9156,43.83154,0.0
2016-01-28 18:00:00,63.81556,66.28726,59.43455,190.8352,34.75694,50.06478,12.90045,38.45654,189.5374,55.89471,0.0
2016-01-28 18:01:00,,,,,,,,,,,
2016-01-28 18:15:00,66.96806,70.02156,58.10778,186.1917,49.00761,49.70358,12.90625,37.8811,195.0974,46.8884,0.0
2016-01-28 18:30:00,53.30187,61.4847,53.88577,202.0254,42.6283,50.05073,13.03158,35.26774,168.6723,27.85219,0.0
2016-01-28 18:45:00,49.88324,52.22478,51.32945,183.4387,33.30553,47.82049,10.16926,34.37845,153.8616,27.67696,0.0
2016-01-28 19:00:00,58.17187,58.36341,56.27575,167.2873,41.86504,46.52534,11.17694,32.66619,172.811,40.64298,0.0
2016-01-28 19:15:00,59.6964,55.4073,53.67569,166.9532,37.01021,46.00298,11.37136,34.9237,168.7794,40.42197,0.0
2016-01-28 19:30:00,61.49686,58.80151,59.13792,166.4083,49.03133,47.69746,11.07675,32.76741,179.4363,39.60598,0.0
2016-01-28 19:41:00,,,,,,,,,,,
2016-01-28 19:45:00,53.76646,53.09578,51.81409,165.5289,32.31479,42.8152,10.75633,32.22325,158.6763,40.40959,0.0
