,amain,bmain,cmain,pres,KW_Total.AHS_N1-DE-ATS-kW (Trend1),KW_Total.AHS_N1-DG-kW (Trend1),KW_Total.AHS_N1-DHB - kW (Trend1),KW_Total.AHS_N1-DL-kW (Trend1),KW_Total.AHS_N1-Main-kW (Trend1),KW_Total.CollinCtr-kW (Trend1),KW_Total.M1-kW-Total (Trend1)
2015-12-31 19:00:00,53.7541,50.49195,53.23979,150.5177,38.61507,48.40012,19.78663,25.57889,157.4515,25.32073,0.0
2015-12-31 19:15:00,45.13146,49.13944,47.99229,149.7137,30.74008,46.29103,20.99574,23.33764,142.1562,21.47161,0.0
2015-12-31 19:30:00,47.66279,58.82288,54.51954,140.7036,37.15575,48.41215,21.77761,23.27608,161.0052,33.64369,0.0
2015-12-31 19:45:00,39.90845,48.65165,48.25098,143.2587,28.72348,47.73886,20.95343,24.03374,136.725,17.23737,0.0
2015-12-31 20:00:00,42.80274,49.86535,48.67883,143.2347,32.68392,48.26004,20.17133,25.22468,141.2049,17.22358,0.0
2016-01-01 05:00:00,41.03445,46.38376,48.37632,123.9469,27.14133,31.00894,20.53695,28.92115,135.7945,31.09238,0.0
2016-01-01 05:15:00,59.74784,62.69922,61.89931,127.7738,96.82537,30.27703,20.86051,19.91712,184.3464,22.21633,0.0
2016-01-01 05:30:00,52.72717,57.75829,60.038,152.4096,79.75745,28.03121,23.14764,24.17789,170.5235,23.36222,0.0
2016-01-01 05:45:00,63.62332,66.98228,62.4708,169.1254,58.50181,43.39951,20.41621,22.49366,193.0764,50.94793,0.0
2016-01-01 06:00:00,63.82922,63.91513,59.63745,175.3359,46.1228,46.35633,19.99609,23.714,187.3818,54.52388,0.0
2016-01-01 06:15:00,61.41058,62.5098,62.02459,191.8065,58.65949,45.71572,20.26454,23.88563,185.945,39.59852,0.0
2016-01-01 06:30:00,57.75066,63.13684,58.06289,181.0669,49.41158,45.71202,20.63748,23.94222,178.9504,42.14569,0.0
2016-01-01 06:45:00,56.13319,59.12917,57.3727,178.6241,50.33732,44.54348,21.08397,22.37696,172.6351,36.8153,0.0
2016-01-01 07:00:00,57.37268,62.62385,61.00941,175.6731,56.89336,44.48332,20.74472,24.76931,180.9841,33.71404,0.0
2016-01-01 07:15:00,54.66061,63.57614,60.14793,178.5948,52.8157,46.65173,20.11679,23.66149,178.3847,42.6824,0.0
2016-01-01 07:30:00,58.68642,58.4519,57.40729,177.4563,42.84268,46.30642,19.91104,22.93255,174.561,44.18688,0.0
2016-01-01 07:40:00,,,,,,,,,,,
2016-01-01 07:45:00,58.12032,62.33706,56.69629,179.018,57.77477,34.58761,19.30047,19.32088,177.1537,50.16563,0.0
2016-01-01 08:00:00,48.44194,51.2623,52.58419,169.8793,47.53565,31.07299,20.82177,25.48313,152.2884,32.89611,0.0
2016-01-01 08:15:00,51.0418,55.34795,53.78349,158.1593,50.09321,34.15302,21.06179,25.41801,160.1732,32.58761,0.0
2016-01-01 08:30:00,55.05959,61.52054,58.03255,163.5787,61.17581,33.88287,21.181,25.89464,174.6127,36.65475,0.0
2016-01-01 08:45:00,51.81032,54.82039,53.52654,164.3858,46.83711,35.00632,20.15093,27.54925,160.3469,32.49252,0.0
2016-01-01 09:00:00,53.47411,60.0557,53.35129,159.8949,53.13301,35.10332,20.10147,25.34402,166.7565,37.58089,0.0
2016-01-01 09:15:00,45.12864,48.67939,47.70582,164.42,33.30819,33.08659,19.83029,23.69585,141.5139,32.73124,0.0
2016-01-01 09:20:00,,,,,,,,,,,
2016-01-01 09:30:00,45.14018,47.28869,46.26502,142.0168,27.64015,33.82907,21.03078,26.14473,138.6369,32.9587,0.0
2016-01-01 09:45:00,47.11065,49.76998,52.04301,140.0087,39.85413,34.80074,20.87725,24.69374,148.9236,32.87573,0.0
2016-01-01 10:00:00,47.32108,48.56403,47.73353,141.0718,27.55305,35.54907,20.51765,25.80441,143.6186,37.81366,0.0
2016-01-01 10:15:00,49.15982,54.9726,48.69664,145.5109,31.82474,36.91851,20.92863,23.63148,152.8825,41.44979,0.0
2016-01-01 10:30:00,44.07206,49.17372,47.50415,149.2968,28.58926,36.71232,20.53598,23.58315,140.7499,32.77214,0.0
2016-01-01 10:45:00,51.56051,55.88321,50.47761,148.5621,29.96269,41.62803,20.46237,30.38372,157.8696,37.18665,0.0
2016-01-01 11:00:00,45.95566,49.89201,50.14237,149.7286,29.57258,42.04663,20.208,25.53305,145.9812,30.00011,0.0
2016-01-01 11:15:00,46.76323,50.2242,49.40182,153.8758,30.00306,40.47219,20.78697,26.98081,146.7217,29.65163,0.0
2016-01-01 11:30:00,44.90476,50.14182,50.19785,149.4631,31.66039,39.92834,20.60011,24.84263,145.2284,29.61371,0.0
2016-01-01 11:45:00,56.1338,57.27355,57.23113,148.8166,27.57425,39.98211,20.15165,25.02587,170.6385,32.07161,26.90446
2016-01-01 12:00:00,46.97168,52.62266,52.66304,150.1192,38.41256,40.73365,21.16489,27.25388,152.2574,29.32983,0.0
2016-01-01 12:15:00,46.21539,51.7201,50.81885,148.7491,32.52327,43.63906,20.97296,23.71579,148.6878,29.52087,0.0
2016-01-01 12:30:00,48.80787,54.12183,52.87148,151.8439,37.58672,42.96982,21.59966,25.78115,155.8012,29.73002,0.0
2016-01-01 12:40:00,,,,,,,,,,,
2016-01-01 12:45:00,52.57846,52.1477,50.44933,152.1575,31.2498,43.02635,21.19884,26.82617,155.1755,34.3652,0.0
2016-01-01 13:00:00,55.848,53.43787,50.03704,150.6202,33.66459,40.21422,20.5233,25.35801,159.0048,41.63848,0.0
2016-01-01 13:15:00,44.58624,47.72894,45.40134,155.5412,23.84741,35.18377,20.6594,24.0393,137.7165,37.41012,0.0
2016-01-01 13:30:00,49.2664,54.86324,49.71648,146.3027,38.46216,37.13205,20.60974,23.13562,153.8461,36.88977,0.0
2016-01-01 13:45:00,42.93843,47.98627,48.18928,144.2711,31.32887,33.69928,20.56508,25.58538,139.114,29.49118,0.0
2016-01-01 14:00:00,44.28314,52.09129,48.41019,140.8867,35.84204,31.74867,20.54935,24.4019,144.7846,33.73046,0.0
2016-01-01 14:15:00,40.3763,44.99305,45.18084,140.2829,26.88925,31.81949,20.4359,22.08343,130.5502,29.772,0.0
2016-01-01 14:20:00,,,,,,,,,,,
2016-01-01 14:30:00,38.47202,49.78688,46.13732,140.4531,30.34278,32.18183,20.83173,24.14776,134.3318,33.86647,0.0
2016-01-01 14:45:00,44.27995,45.63593,47.54967,139.2991,28.04724,32.88316,21.16544,24.59011,137.4656,32.68487,0.0
2016-01-01 15:00:00,43.95364,47.00785,48.51571,139.5032,30.07267,31.56022,20.94444,25.32332,139.4772,32.60111,0.0
2016-01-01 15:15:00,41.23796,46.28278,48.07107,139.5881,29.39191,32.33114,20.69886,25.2472,135.5918,29.33628,0.0
2016-01-01 15:30:00,41.24199,46.98977,47.91356,135.6068,32.34115,29.69829,20.2232,25.28633,136.1453,29.4184,0.0
2016-01-01 15:45:00,31.5996,32.41631,37.05326,140.6142,24.11443,31.87688,8.132495,25.57641,101.0692,12.05705,0.0
2016-01-01 16:00:00,30.25554,32.89597,35.23148,118.276,23.12392,30.51266,8.672159,24.89532,98.38298,12.12097,0.0
2016-01-01 16:15:00,29.06529,34.28564,36.58987,104.0027,24.41771,37.18015,8.119956,25.46119,99.9408,7.377716,0.0
2016-01-01 16:30:00,30.4506,33.15583,34.27589,103.4634,24.09365,37.18517,8.504012,22.23026,97.86031,8.494113,0.0
2016-01-01 16:45:00,36.51406,42.54745,43.80463,102.6894,33.08662,52.25883,8.294724,23.73372,122.8661,8.241263,0.0
2016-01-01 17:00:00,35.41856,42.21859,44.72039,119.6361,29.30873,54.81794,8.91344,24.24974,122.0936,8.137538,0.0
2016-01-01 17:15:00,42.09577,46.08994,47.35093,119.6361,40.37696,53.49393,8.845713,22.08411,135.5366,12.18992,0.0
2016-01-01 17:30:00,38.96551,42.43808,43.74779,123.9934,30.0399,52.89161,8.220047,21.53194,125.1514,13.05291,0.0
2016-01-01 17:40:00,,,,,,,,,,,
2016-01-01 17:45:00,37.60508,46.19984,45.57777,124.1401,37.81623,53.66825,8.080393,23.79792,129.3827,8.215224,0.0
2016-01-01 18:00:00,31.66574,40.42893,39.9584,122.2428,22.55596,51.50671,8.476743,20.66706,112.0531,8.738344,0.0
2016-01-01 18:15:00,35.63069,44.01184,45.47388,120.2632,36.06998,52.26078,8.426806,21.40058,125.1164,8.257799,0.0
2016-01-01 18:30:00,33.76991,41.48143,43.32296,123.5433,28.6363,52.94681,8.921898,21.02082,118.527,8.952524,0.0
2016-01-01 18:45:00,36.32719,44.78481,44.76746,121.5345,29.50977,53.79649,8.619349,23.39121,125.8795,13.02314,0.0
2016-01-01 19:00:00,33.79476,42.96598,43.6594,125.9665,22.56143,53.87329,8.193124,23.35334,120.4201,13.39684,0.0
2016-01-01 19:15:00,38.20302,45.45856,45.90392,125.9195,36.61065,51.9711,9.229346,26.03001,129.5655,8.425144,0.0
2016-01-01 19:20:00,,,,,,,,,,,
2016-01-01 19:30:00,50.30852,57.61968,59.64083,123.6249,75.72408,54.81975,9.238419,20.3595,164.0057,8.649333,0.0
2016-01-01 19:45:00,50.271,56.46269,60.019,128.2157,78.5844,55.44593,9.423827,21.44966,166.7527,9.318685,0.0
2016-01-01 20:00:00,44.88495,52.33909,55.70282,171.4856,59.56351,50.90285,8.466371,26.49722,152.9268,8.670928,0.0
2016-01-02 05:00:00,36.72786,41.17481,42.37284,132.1973,42.62748,35.67511,8.077619,19.34014,120.2755,17.22464,0.0
2016-01-02 05:15:00,36.88565,44.19737,45.15633,131.5128,48.18648,35.34092,7.734906,21.0395,126.2393,16.31988,0.0
2016-01-02 05:20:00,,,,,,,,,,,
2016-01-02 05:30:00,39.09358,44.51303,46.30902,130.491,48.51809,37.1015,7.412398,19.1743,130.0845,20.95852,0.0
2016-01-02 05:45:00,44.77796,53.3681,50.69276,130.7081,41.08973,49.37116,7.401182,22.91385,148.8388,28.99969,0.0
2016-01-02 06:00:00,44.82383,49.81246,51.78865,139.4836,46.92256,52.69911,8.263019,23.0274,146.4873,18.15667,0.0
2016-01-02 06:15:00,42.897,48.87035,50.81871,151.4979,44.28092,50.67905,7.987309,24.41591,142.3887,17.18623,0.0
2016-01-02 06:30:00,46.64932,51.37356,56.7663,150.3978,53.37564,53.98746,7.843876,21.63148,154.7892,17.68019,0.0
2016-01-02 06:45:00,53.58083,58.5691,61.4474,146.854,41.09898,52.80894,7.249048,21.11371,173.5973,50.48157,0.0
2016-01-02 07:00:00,42.48167,47.31451,50.33418,172.126,41.85522,52.07729,8.062652,22.10172,140.0061,18.13891,0.0
2016-01-02 07:15:00,48.52872,54.71209,57.01332,149.7514,59.5834,51.74278,7.658653,20.87865,160.2541,22.3724,0.0
2016-01-02 07:30:00,40.38749,45.66653,48.6806,152.5737,49.47346,35.53003,9.366454,25.51199,134.7346,20.74402,0.0
2016-01-02 07:45:00,38.74165,47.69766,47.36951,149.487,52.70346,35.24393,8.269434,19.77613,133.8088,20.4859,0.0
2016-01-02 08:00:00,45.67001,52.62891,50.50122,130.6954,72.25951,36.89473,21.006,21.81431,148.8001,17.23358,0.0
2016-01-02 08:15:00,44.98456,53.99172,50.89743,142.4408,52.23924,40.26675,20.34626,22.85675,149.8737,16.25444,0.0
2016-01-02 08:30:00,49.74362,57.73199,54.70848,155.5323,50.0138,40.52592,20.87041,26.30601,162.069,26.58351,0.0
2016-01-02 08:40:00,,,,,,,,,,,
2016-01-02 08:45:00,54.74499,58.65331,54.32754,154.2938,58.29525,40.44186,21.43238,25.1667,167.7258,24.6662,0.0
2016-01-02 09:00:00,49.73043,57.08762,53.87452,154.3251,60.68324,36.29466,21.16155,22.34222,160.6926,22.19823,0.0
2016-01-02 09:15:00,48.47378,50.96648,47.93844,161.98,43.51466,40.88494,21.96033,23.18346,147.3787,20.39218,0.0
2016-01-02 09:30:00,55.16498,54.67088,52.85888,153.0182,59.69574,39.10368,20.78369,25.67039,162.6947,20.30084,0.0
2016-01-02 09:45:00,51.6054,56.33135,51.48235,157.9806,49.98806,42.30106,20.83437,24.86941,160.3869,24.69694,0.0
2016-01-02 10:00:00,51.31648,53.01893,50.14987,153.8391,47.99903,41.23495,21.17014,26.29478,154.4853,16.43886,0.0
2016-01-02 10:15:00,55.6721,61.497,58.4248,160.9297,62.90663,51.08697,20.75517,24.65129,175.6464,19.08937,0.0
2016-01-02 10:20:00,,,,,,,,,,,
2016-01-02 10:30:00,58.92926,65.6593,59.43913,168.1361,37.60736,49.6797,21.01678,23.71254,184.0277,25.30361,0.0
2016-01-02 10:45:00,48.32985,53.67526,50.46136,170.5635,32.097,49.65049,21.24914,25.39419,152.4665,25.01158,0.0
2016-01-02 11:00:00,46.45534,53.5893,49.22294,154.7806,34.4907,47.58525,21.62405,25.12419,149.2676,21.90639,0.0
2016-01-02 11:15:00,46.34696,52.28406,47.74019,150.7532,31.54304,45.93224,21.04288,29.32484,146.5931,20.76991,0.0
2016-01-02 11:30:00,49.46688,55.15357,48.65083,149.7427,38.58671,46.55095,21.281,26.35132,153.2713,21.87409,0.0
2016-01-02 11:45:00,46.64585,49.60552,47.90867,146.9386,30.81722,43.70234,20.45864,30.24741,144.2401,20.92117,0.0
2016-01-02 12:00:00,44.75614,48.64771,47.26797,147.46,34.11922,40.22407,21.37654,24.67792,140.5905,21.91274,0.0
2016-01-02 12:15:00,42.5654,52.51134,45.09824,141.7826,27.1226,43.25486,21.22644,24.58671,140.175,25.31591,0.0
2016-01-02 12:30:00,46.34052,48.712,46.69132,143.9775,40.00847,42.85098,21.07666,23.95793,141.7438,15.02228,0.0
2016-01-02 12:45:00,40.79276,48.81591,46.22212,138.3593,30.26884,44.3886,21.39605,24.47563,135.8308,16.91535,0.0
2016-01-02 13:00:00,44.47244,50.28508,46.5347,137.0522,38.14563,43.13438,21.15913,25.57582,141.3871,14.68431,0.0
2016-01-02 13:15:00,40.91495,44.66085,45.35146,137.9362,28.98564,42.03802,22.19726,22.63094,130.9273,16.70489,0.0
2016-01-02 13:30:00,43.03923,52.55323,47.48022,133.2694,38.78814,43.732,21.51754,23.70047,143.0727,16.87599,0.0
2016-01-02 13:40:00,,,,,,,,,,,
2016-01-02 13:45:00,44.23564,46.11655,43.19258,140.7932,29.99011,44.58279,21.57326,23.49931,133.5448,16.42576,0.0
2016-01-02 14:00:00,48.71221,49.23741,46.07396,131.8152,39.02215,41.2133,21.35453,25.62557,144.0804,18.12102,0.0
2016-01-02 14:15:00,41.27181,46.21695,44.01281,134.4052,30.32463,42.21254,21.27968,24.92988,131.5016,12.99748,0.0
2016-01-02 14:30:00,42.61145,46.61207,44.55287,134.5074,33.89537,41.10765,21.28669,27.55221,133.7853,12.18412,0.0
2016-01-02 14:45:00,39.02748,47.25323,43.41252,134.93,28.25138,40.07824,21.11658,26.09291,129.9153,14.9953,0.0
2016-01-02 15:00:00,42.53271,43.72638,42.75243,131.407,34.32605,37.4547,21.40924,22.64039,129.0115,14.55474,0.0
2016-01-02 15:15:00,40.10547,45.1262,48.31899,128.4551,30.60982,37.98923,21.37854,26.43564,133.5507,24.76528,0.0
2016-01-02 15:20:00,,,,,,,,,,,
2016-01-02 15:30:00,42.75975,46.55033,44.96637,132.4345,27.00482,37.68274,21.27011,24.81736,134.2764,15.10638,0.0
2016-01-02 15:45:00,43.27334,43.27213,42.72062,131.8318,31.3031,39.37329,21.29617,25.63513,129.2661,13.82704,0.0
2016-01-02 16:00:00,44.99426,50.75356,44.25027,129.1443,29.60563,39.04085,22.61522,25.00306,139.9981,25.02642,0.0
2016-01-02 16:15:00,44.26683,46.98291,48.29607,132.8103,31.40431,39.72155,21.54487,28.70305,139.5458,20.17216,0.0
2016-01-02 16:30:00,44.712,48.15111,48.39209,134.1489,52.28526,39.08921,21.67868,27.30501,160.499,22.72724,0.0
2016-01-02 16:45:00,60.10205,65.22823,65.56239,143.1083,91.4558,42.27154,8.246922,28.24178,190.8927,23.83518,0.0
2016-01-02 17:00:00,51.79348,56.86037,59.96223,148.2827,62.18911,54.9534,8.145253,24.73199,168.6161,22.42998,0.0
2016-01-02 17:15:00,53.81933,57.65824,59.26724,183.9011,59.89539,54.98984,7.414304,21.02359,170.7448,20.48046,0.0
2016-01-02 17:30:00,49.20579,55.64024,57.46059,166.8337,61.22951,53.41758,8.40145,24.21986,162.3066,17.33241,0.0
2016-01-02 17:45:00,48.21233,51.45272,54.11464,161.246,48.47136,52.091,7.694945,22.19734,153.7797,26.34855,0.0
2016-01-02 18:00:00,51.04807,49.97222,52.15011,156.4441,47.96155,50.6372,8.397572,21.73579,153.1704,25.56913,0.0
2016-01-02 18:15:00,49.74378,53.64509,53.57414,155.8622,56.47499,53.97431,6.982716,21.12161,156.963,21.66122,0.0
2016-01-02 18:30:00,42.47814,51.06872,51.4269,152.0549,47.23139,53.26616,7.894242,21.34265,144.9738,17.5148,0.0
2016-01-02 18:40:00,,,,,,,,,,,
2016-01-02 18:45:00,45.89005,55.98953,52.46585,149.3386,48.5769,52.60112,9.049899,23.95724,154.3454,23.6282,0.0
2016-01-02 19:00:00,48.31428,53.5612,54.83995,156.0874,54.05085,53.91459,8.229896,24.73822,156.7814,18.3734,0.0
2016-01-02 19:15:00,41.21582,50.58754,49.97355,151.0746,44.73703,52.43286,8.208934,21.70451,141.7769,17.47814,0.0
2016-01-02 19:30:00,42.27271,49.83437,54.95812,152.2067,43.54786,51.76698,8.416678,22.85074,147.0652,17.60519,0.0
2016-01-02 19:45:00,48.76648,56.56276,56.51284,153.781,57.06546,53.03234,8.948131,21.66816,161.8421,22.1906,0.0
2016-01-02 20:00:00,52.76733,55.26109,56.7177,153.3875,56.28788,52.49425,8.745874,24.60854,164.7461,25.67542,0.0
2016-01-03 05:00:00,37.74736,43.7818,44.28058,135.0406,42.20697,36.97923,7.563233,20.62013,125.8097,20.98985,0.0
2016-01-03 05:15:00,38.92035,45.02293,46.29042,134.7404,46.70115,37.01831,7.375954,20.99783,130.2337,20.98548,0.0
2016-01-03 05:30:00,45.84623,49.4181,47.23179,138.5687,56.86595,37.89202,8.000142,22.79726,142.4961,19.76745,0.0
2016-01-03 05:45:00,46.70004,52.16189,54.15948,139.0589,45.25888,50.79247,7.925416,23.20688,153.0214,27.22708,0.0
2016-01-03 06:00:00,46.7703,54.55826,50.27134,137.0494,45.77956,53.26855,8.060863,24.81922,151.5999,23.36351,0.0
2016-01-03 06:15:00,48.68823,52.99562,51.76844,152.3086,50.46412,54.90636,7.554582,21.1938,153.4523,20.31903,0.0
2016-01-03 06:20:00,,,,,,,,,,,
2016-01-03 06:30:00,43.96355,54.7519,55.03039,155.5023,49.41249,52.73561,7.521173,22.22802,153.7805,24.70324,0.0
2016-01-03 06:45:00,45.56401,52.22813,52.93119,149.6772,47.87623,53.03233,7.805737,22.56873,150.7233,21.77408,0.0
2016-01-03 07:00:00,57.58796,58.89906,57.99329,151.2129,57.57685,54.28489,7.996103,20.23605,174.4803,36.86319,0.0
2016-01-03 07:15:00,50.49838,50.9866,53.91919,165.1104,44.29454,53.22155,7.657161,22.26159,155.4042,30.38403,0.0
2016-01-03 07:30:00,51.34629,49.82703,54.90746,164.7663,44.65723,53.67931,7.889849,25.56603,156.6308,28.74846,0.0
2016-01-03 07:45:00,50.7381,51.85591,54.74664,162.1795,58.31688,37.17944,8.21165,22.99239,157.3406,29.9141,0.0
2016-01-03 08:00:00,38.52739,44.05233,47.01286,140.8113,45.21442,38.31419,7.989012,23.7585,129.5926,16.23689,0.0
2016-01-03 08:15:00,41.01687,44.23233,47.32208,134.32,44.55075,39.89148,7.679666,23.29213,132.5713,16.3501,0.0
2016-01-03 08:30:00,50.9059,54.13181,53.02253,137.8206,57.61736,39.00944,7.89775,22.68018,158.0602,33.37934,0.0
2016-01-03 08:45:00,39.08016,44.38873,45.74126,138.3562,42.11001,37.23026,7.847638,23.29463,129.2101,21.15237,0.0
2016-01-03 09:00:00,40.09453,43.82004,44.8861,137.9555,44.01942,38.08026,7.722697,23.79667,128.8007,17.1743,0.0
2016-01-03 09:15:00,39.96201,48.98415,47.02215,139.6206,45.09209,38.20543,7.736643,26.94753,135.9683,20.32849,0.0
2016-01-03 09:30:00,44.32666,47.21041,47.77127,137.123,52.31255,40.63757,7.768365,24.27668,139.3083,16.16391,0.0
2016-01-03 09:40:00,,,,,,,,,,,
2016-01-03 09:45:00,43.40154,45.31819,50.41302,136.2712,52.12504,40.93247,7.684877,26.89939,139.1327,16.14438,0.0
2016-01-03 10:00:00,51.7769,57.44708,55.60236,137.0694,48.16782,44.55252,8.02118,23.92752,165.3963,26.92192,0.0
2016-01-03 10:15:00,46.45958,51.32858,51.32912,145.1944,54.70127,45.56181,7.770895,23.36749,149.1173,20.73413,0.0
2016-01-03 10:30:00,44.64664,51.44156,49.98318,150.9016,45.05375,47.34917,8.038703,24.74048,146.0714,23.38444,0.0
2016-01-03 10:45:00,65.30109,61.26797,61.77138,150.8873,38.20778,46.78617,8.432962,24.09371,188.3404,69.56979,0.0
2016-01-03 11:00:00,60.12306,57.56082,58.41207,165.9045,23.52311,48.18861,8.023719,25.67461,176.0959,72.83546,0.0
2016-01-03 11:15:00,68.81506,61.76371,58.74203,171.9872,28.68658,48.04308,8.134586,26.25696,189.3208,80.14115,0.0
2016-01-03 11:20:00,,,,,,,,,,,
2016-01-03 11:30:00,68.57548,61.46191,60.01143,188.567,28.49943,47.51728,9.497424,26.76929,190.0488,80.7512,0.0
2016-01-03 11:45:00,58.89143,62.30561,57.03333,184.6266,46.69959,48.80616,8.87628,24.40475,178.1071,76.4863,0.0
2016-01-03 12:00:00,56.18943,54.22479,54.69529,181.9675,23.72081,51.51611,8.737189,25.72386,165.1095,57.2173,0.0
2016-01-03 12:15:00,60.53885,56.19036,55.71817,178.8041,21.04423,53.86526,9.62174,29.74507,172.8256,60.61791,0.0
2016-01-03 12:30:00,63.73519,66.38385,66.43716,173.6394,37.48305,51.89181,8.727778,21.95883,196.5562,57.31443,0.0
2016-01-03 12:45:00,56.79089,58.6441,56.43439,170.612,24.10446,47.29667,8.471413,24.40109,171.8694,68.298,0.0
2016-01-03 13:00:00,57.22273,56.94195,57.23791,172.3806,35.35295,43.1693,9.595188,27.78446,171.4026,57.76414,0.0
2016-01-03 13:15:00,53.70364,56.92886,53.60282,167.1262,27.93869,46.12365,8.795244,25.41684,164.2353,59.16153,0.0
2016-01-03 13:30:00,54.29221,55.55055,52.94398,167.1023,30.22122,42.6487,9.634996,24.11659,162.7867,63.30941,0.0
2016-01-03 13:45:00,54.84241,54.29006,52.86054,164.5883,23.54014,45.94099,8.685019,25.39357,167.2738,59.47679,0.0
2016-01-03 14:00:00,59.19347,55.56144,53.97397,164.4968,32.30806,43.17353,8.481354,25.32776,168.7289,61.21453,0.0
2016-01-03 14:15:00,58.11196,60.35466,53.98179,165.617,26.41542,45.69242,8.236238,30.35359,172.4484,63.14349,0.0
2016-01-03 14:30:00,56.84584,56.36388,55.17294,164.9792,32.08433,45.30731,8.535498,25.7949,168.3352,58.95004,0.0
2016-01-03 14:40:00,,,,,,,,,,,
2016-01-03 14:45:00,53.72202,55.97852,53.04733,166.8252,27.97054,45.15022,8.792175,24.93927,162.986,59.05662,0.0
2016-01-03 15:00:00,50.47965,51.35022,48.84193,166.6518,21.15559,41.32658,8.814724,21.65133,150.6718,58.73963,0.0
2016-01-03 15:15:00,52.96177,53.10099,51.48001,159.9247,23.15476,42.59307,8.778296,25.32904,157.2801,59.42284,0.0
2016-01-03 15:30:00,57.85699,53.2028,51.73743,159.9326,26.23739,41.03045,8.451075,24.72911,162.7972,63.44878,0.0
2016-01-03 15:45:00,56.90816,52.01884,52.67513,161.2166,27.03406,37.59842,8.44255,26.08887,161.6021,63.01215,0.0
2016-01-03 16:00:00,51.07825,52.58006,51.29518,159.1111,25.62617,37.67589,8.57008,22.59662,154.9535,61.78544,0.0
2016-01-03 16:15:00,52.8199,54.75821,52.09608,155.821,28.16264,38.80932,8.971328,22.56153,159.7654,62.69291,0.0
2016-01-03 16:20:00,,,,,,,,,,,
2016-01-03 16:30:00,50.19512,52.11269,51.5647,161.4127,26.06915,37.84345,8.998177,22.03223,153.8725,59.91426,0.0
2016-01-03 16:45:00,57.2412,63.19645,57.7634,160.8914,26.66596,53.73694,8.22165,22.84975,181.8787,73.34326,0.0
2016-01-03 17:00:00,42.37451,46.22675,47.69872,168.1274,23.50249,55.87638,8.204566,26.54579,136.3,23.4888,0.0
2016-01-03 17:15:00,53.34904,58.25874,55.00282,165.0731,33.7974,55.62589,8.503979,21.53863,166.8947,48.89181,0.0
2016-01-03 17:30:00,50.20152,50.09583,53.03257,157.0806,25.45861,54.2225,8.498978,21.49007,153.3299,45.15591,0.0
2016-01-03 17:45:00,54.24584,53.29642,54.03964,159.7574,30.06249,54.53637,8.854381,24.22556,161.5819,45.61406,0.0
2016-01-03 18:00:00,51.69559,54.31027,53.02876,160.8681,25.12715,53.5131,8.118793,24.57314,159.0346,49.70289,0.0
2016-01-03 18:15:00,54.41001,52.42406,56.46679,159.1173,34.77717,54.19429,8.445222,22.66351,163.1386,45.12081,0.0
2016-01-03 18:30:00,53.00696,50.18834,55.2192,161.291,27.28166,57.21392,8.535151,23.02667,158.4145,44.39146,0.0
2016-01-03 18:45:00,69.28356,70.25075,69.10507,161.4995,73.06844,57.02278,9.181112,24.84575,208.7264,48.17233,0.0
2016-01-03 19:00:00,61.52586,60.97296,63.98314,215.2769,59.37177,54.95979,8.068334,23.40195,186.4819,45.32689,0.0
2016-01-03 19:15:00,60.46531,57.80539,59.51934,187.4856,47.44522,51.58884,7.25194,23.01423,177.79,50.79544,0.0
2016-01-03 19:30:00,60.1691,60.60006,59.52308,186.6043,44.07598,52.86368,6.923833,23.63364,180.2922,49.25292,0.0
2016-01-03 19:40:00,,,,,,,,,,,
2016-01-03 19:45:00,62.33395,64.94782,66.67596,176.1239,56.90834,49.91584,7.877369,22.07281,193.9577,60.2343,0.0
2016-01-03 20:00:00,65.58506,65.36498,67.49806,187.1375,49.28489,52.1324,8.087383,22.55721,198.4481,60.05978,0.0
2016-01-04 05:00:00,58.79948,61.51437,64.14863,151.5191,52.109,34.77086,7.936496,32.04617,184.4625,61.94004,0.0
2016-01-04 05:15:00,64.61227,66.82092,62.74523,167.7866,63.59835,34.68912,7.654741,33.59111,194.1784,58.37254,0.0
2016-01-04 05:30:00,54.38087,58.44831,56.77175,183.2696,55.06819,37.10958,7.798098,32.99251,169.6009,35.54424,0.0
2016-01-04 05:40:00,,,,,,,,,,,
2016-01-04 05:45:00,72.936,76.34149,75.63034,172.012,65.11996,54.47505,10.06658,34.76019,224.9078,63.01661,0.0
2016-01-04 06:00:00,60.16542,67.25732,62.48258,193.6377,57.20764,55.66341,9.921988,33.62756,189.9053,35.24814,0.0
2016-01-04 06:15:00,89.12463,93.86031,92.34098,212.1669,72.01632,67.76941,13.34672,60.98856,275.3259,64.50493,0.0
2016-01-04 06:30:00,90.43124,94.56418,90.07368,233.4133,78.22249,75.22126,25.78382,67.53822,275.0691,32.10068,0.0
2016-01-04 06:45:00,107.8011,112.3102,105.7248,301.5825,84.9212,100.958,26.66024,75.79835,325.8361,42.28834,0.0
2016-01-04 07:00:00,114.6428,118.5558,118.0404,316.2032,79.13752,101.1718,32.0541,72.23238,351.239,64.95102,0.0
2016-01-04 07:15:00,129.5958,131.7006,125.8456,334.9027,92.18614,118.4733,37.1893,100.4776,387.142,35.14109,0.0
2016-01-04 07:20:00,,,,,,,,,,,
2016-01-04 07:30:00,143.4234,149.6159,143.6938,351.2571,93.59286,119.4732,40.35405,98.18478,436.7332,72.64422,0.0
