Usage statistics from between 5:00 and 20:00 each day
,Main (kWh),Gym (kWh),PlugLoad (kWh),Lighting (kWh),Emergency Kitchen+Lights (kWh),Chillers (kWh),CollinCent (kWh)
2015-09-29,5572.0,1317.0,567.0299999999988,1865.8199999999924,742.8899999999994,423.77000000000044,452.15000000000146
2015-09-30,5674.0,1203.0899999999965,582.4399999999987,1833.729999999996,713.5800000000017,429.5400000000009,710.3600000000006
2015-10-01,4737.0,1176.1200000000026,572.7700000000004,1568.820000000007,735.2699999999968,106.72999999999956,342.9099999999962
2015-10-02,4214.0,1036.5699999999997,504.76000000000204,1393.7200000000012,684.4400000000023,1.6200000000026193,343.3399999999965
2015-10-03,1644.0,259.5,181.0500000000029,505.7299999999959,465.2300000000032,0.4400000000023283,150.0899999999965
2015-10-04,1782.0,242.27999999999884,147.57000000000335,491.00999999999476,447.91999999999825,0.41999999999825377,372.50999999999476
2015-10-05,4811.0,1283.0899999999965,532.4799999999996,1559.6500000000087,716.4300000000003,41.35000000000218,475.2800000000061
2015-10-06,4775.0,1176.6599999999962,541.5099999999984,1602.0800000000017,701.6299999999974,73.05999999999767,485.72000000000116
2015-10-07,4848.0,1187.0599999999977,544.1699999999983,1600.3500000000058,700.8899999999994,87.89999999999782,522.4499999999971
2015-10-08,4694.0,1067.949999999997,536.5499999999993,1560.9199999999983,732.010000000002,48.330000000001746,533.7299999999959
2015-10-09,4906.0,1246.7999999999956,498.34000000000015,1611.4599999999919,693.0400000000009,105.7599999999984,544.7699999999968
2015-10-10,1707.0,268.8399999999965,138.94000000000233,485.320000000007,410.84999999999854,0.5,325.0200000000041
